	annotation_category	fident	COV_query	COV_target	TruePositive	FalsePositive	sum_TPFP	precision	TruePositive_x_sum_TPFP
2817	KEGG	0.35	0.1	0.3	10412	10348	20760	0.5015414258188825	5222.049325626204
2818	KEGG	0.35	0.1	0.4	10412	10348	20760	0.5015414258188825	5222.049325626204
2819	KEGG	0.35	0.1	0.5	10412	10348	20760	0.5015414258188825	5222.049325626204
2820	KEGG	0.35	0.1	0.6	10412	10348	20760	0.5015414258188825	5222.049325626204
2821	KEGG	0.35	0.1	0.7	10412	10348	20760	0.5015414258188825	5222.049325626204
2822	KEGG	0.35	0.1	0.8	10412	10348	20760	0.5015414258188825	5222.049325626204
2823	KEGG	0.35	0.1	0.9	10412	10348	20760	0.5015414258188825	5222.049325626204
2824	KEGG	0.35	0.2	0.2	10412	10348	20760	0.5015414258188825	5222.049325626204
2825	KEGG	0.35	0.2	0.3	10412	10348	20760	0.5015414258188825	5222.049325626204
2826	KEGG	0.35	0.2	0.4	10412	10348	20760	0.5015414258188825	5222.049325626204
2827	KEGG	0.35	0.2	0.5	10412	10348	20760	0.5015414258188825	5222.049325626204
2828	KEGG	0.35	0.2	0.6	10412	10348	20760	0.5015414258188825	5222.049325626204
2829	KEGG	0.35	0.2	0.7	10412	10348	20760	0.5015414258188825	5222.049325626204
2830	KEGG	0.35	0.2	0.8	10412	10348	20760	0.5015414258188825	5222.049325626204
2831	KEGG	0.35	0.2	0.9	10412	10348	20760	0.5015414258188825	5222.049325626204
2832	KEGG	0.35	0.3	0.3	10412	10348	20760	0.5015414258188825	5222.049325626204
2833	KEGG	0.35	0.3	0.4	10412	10348	20760	0.5015414258188825	5222.049325626204
2834	KEGG	0.35	0.3	0.5	10412	10348	20760	0.5015414258188825	5222.049325626204
2835	KEGG	0.35	0.3	0.6	10412	10348	20760	0.5015414258188825	5222.049325626204
2836	KEGG	0.35	0.3	0.7	10412	10348	20760	0.5015414258188825	5222.049325626204
2837	KEGG	0.35	0.3	0.8	10412	10348	20760	0.5015414258188825	5222.049325626204
2838	KEGG	0.35	0.3	0.9	10412	10348	20760	0.5015414258188825	5222.049325626204
2839	KEGG	0.35	0.4	0.4	10412	10348	20760	0.5015414258188825	5222.049325626204
2840	KEGG	0.35	0.4	0.5	10412	10348	20760	0.5015414258188825	5222.049325626204
2841	KEGG	0.35	0.4	0.6	10412	10348	20760	0.5015414258188825	5222.049325626204
2842	KEGG	0.35	0.4	0.7	10412	10348	20760	0.5015414258188825	5222.049325626204
2843	KEGG	0.35	0.4	0.8	10412	10348	20760	0.5015414258188825	5222.049325626204
2844	KEGG	0.35	0.4	0.9	10412	10348	20760	0.5015414258188825	5222.049325626204
2845	KEGG	0.35	0.5	0.5	10412	10348	20760	0.5015414258188825	5222.049325626204
2846	KEGG	0.35	0.5	0.6	10412	10348	20760	0.5015414258188825	5222.049325626204
2847	KEGG	0.35	0.5	0.7	10412	10348	20760	0.5015414258188825	5222.049325626204
2848	KEGG	0.35	0.5	0.8	10412	10348	20760	0.5015414258188825	5222.049325626204
2849	KEGG	0.35	0.5	0.9	10412	10348	20760	0.5015414258188825	5222.049325626204
2850	KEGG	0.35	0.6	0.6	10412	10348	20760	0.5015414258188825	5222.049325626204
2851	KEGG	0.35	0.6	0.7	10412	10348	20760	0.5015414258188825	5222.049325626204
2852	KEGG	0.35	0.6	0.8	10412	10348	20760	0.5015414258188825	5222.049325626204
2853	KEGG	0.35	0.6	0.9	10412	10348	20760	0.5015414258188825	5222.049325626204
2854	KEGG	0.35	0.7	0.7	10412	10348	20760	0.5015414258188825	5222.049325626204
2855	KEGG	0.35	0.7	0.8	10412	10348	20760	0.5015414258188825	5222.049325626204
2856	KEGG	0.35	0.7	0.9	10412	10348	20760	0.5015414258188825	5222.049325626204
2857	KEGG	0.35	0.8	0.8	10412	10348	20760	0.5015414258188825	5222.049325626204
2858	KEGG	0.35	0.8	0.9	10412	10348	20760	0.5015414258188825	5222.049325626204
2859	KEGG	0.35	0.9	0.9	10412	10348	20760	0.5015414258188825	5222.049325626204
2860	OrthoDB	0.35	0.0	0.0	22473	1097	23570	0.9534577853203224	21427.056809503607
2861	OrthoDB	0.35	0.0	0.1	22473	1097	23570	0.9534577853203224	21427.056809503607
2862	OrthoDB	0.35	0.0	0.2	22473	1097	23570	0.9534577853203224	21427.056809503607
2863	OrthoDB	0.35	0.0	0.3	22473	1097	23570	0.9534577853203224	21427.056809503607
2864	OrthoDB	0.35	0.0	0.4	22473	1097	23570	0.9534577853203224	21427.056809503607
2865	OrthoDB	0.35	0.0	0.5	22473	1097	23570	0.9534577853203224	21427.056809503607
2866	OrthoDB	0.35	0.0	0.6	22473	1097	23570	0.9534577853203224	21427.056809503607
2867	OrthoDB	0.35	0.0	0.7	22473	1097	23570	0.9534577853203224	21427.056809503607
2868	OrthoDB	0.35	0.0	0.8	22473	1097	23570	0.9534577853203224	21427.056809503607
2869	OrthoDB	0.35	0.0	0.9	22473	1097	23570	0.9534577853203224	21427.056809503607
2870	OrthoDB	0.35	0.1	0.1	22473	1097	23570	0.9534577853203224	21427.056809503607
2871	OrthoDB	0.35	0.1	0.2	22473	1097	23570	0.9534577853203224	21427.056809503607
2872	OrthoDB	0.35	0.1	0.3	22473	1097	23570	0.9534577853203224	21427.056809503607
2873	OrthoDB	0.35	0.1	0.4	22473	1097	23570	0.9534577853203224	21427.056809503607
2874	OrthoDB	0.35	0.1	0.5	22473	1097	23570	0.9534577853203224	21427.056809503607
2875	OrthoDB	0.35	0.1	0.6	22473	1097	23570	0.9534577853203224	21427.056809503607
2876	OrthoDB	0.35	0.1	0.7	22473	1097	23570	0.9534577853203224	21427.056809503607
2877	OrthoDB	0.35	0.1	0.8	22473	1097	23570	0.9534577853203224	21427.056809503607
2878	OrthoDB	0.35	0.1	0.9	22473	1097	23570	0.9534577853203224	21427.056809503607
2879	OrthoDB	0.35	0.2	0.2	22473	1097	23570	0.9534577853203224	21427.056809503607
2880	OrthoDB	0.35	0.2	0.3	22473	1097	23570	0.9534577853203224	21427.056809503607
2881	OrthoDB	0.35	0.2	0.4	22473	1097	23570	0.9534577853203224	21427.056809503607
2882	OrthoDB	0.35	0.2	0.5	22473	1097	23570	0.9534577853203224	21427.056809503607
2883	OrthoDB	0.35	0.2	0.6	22473	1097	23570	0.9534577853203224	21427.056809503607
2884	OrthoDB	0.35	0.2	0.7	22473	1097	23570	0.9534577853203224	21427.056809503607
2885	OrthoDB	0.35	0.2	0.8	22473	1097	23570	0.9534577853203224	21427.056809503607
2886	OrthoDB	0.35	0.2	0.9	22473	1097	23570	0.9534577853203224	21427.056809503607
2887	OrthoDB	0.35	0.3	0.3	22473	1097	23570	0.9534577853203224	21427.056809503607
2888	OrthoDB	0.35	0.3	0.4	22473	1097	23570	0.9534577853203224	21427.056809503607
2889	OrthoDB	0.35	0.3	0.5	22473	1097	23570	0.9534577853203224	21427.056809503607
2890	OrthoDB	0.35	0.3	0.6	22473	1097	23570	0.9534577853203224	21427.056809503607
2891	OrthoDB	0.35	0.3	0.7	22473	1097	23570	0.9534577853203224	21427.056809503607
2892	OrthoDB	0.35	0.3	0.8	22473	1097	23570	0.9534577853203224	21427.056809503607
2893	OrthoDB	0.35	0.3	0.9	22473	1097	23570	0.9534577853203224	21427.056809503607
2894	OrthoDB	0.35	0.4	0.4	22473	1097	23570	0.9534577853203224	21427.056809503607
2895	OrthoDB	0.35	0.4	0.5	22473	1097	23570	0.9534577853203224	21427.056809503607
2896	OrthoDB	0.35	0.4	0.6	22473	1097	23570	0.9534577853203224	21427.056809503607
2897	OrthoDB	0.35	0.4	0.7	22473	1097	23570	0.9534577853203224	21427.056809503607
2898	OrthoDB	0.35	0.4	0.8	22473	1097	23570	0.9534577853203224	21427.056809503607
2899	OrthoDB	0.35	0.4	0.9	22473	1097	23570	0.9534577853203224	21427.056809503607
2900	OrthoDB	0.35	0.5	0.5	22473	1097	23570	0.9534577853203224	21427.056809503607
2901	OrthoDB	0.35	0.5	0.6	22473	1097	23570	0.9534577853203224	21427.056809503607
2902	OrthoDB	0.35	0.5	0.7	22473	1097	23570	0.9534577853203224	21427.056809503607
2903	OrthoDB	0.35	0.5	0.8	22473	1097	23570	0.9534577853203224	21427.056809503607
2904	OrthoDB	0.35	0.5	0.9	22473	1097	23570	0.9534577853203224	21427.056809503607
2905	OrthoDB	0.35	0.6	0.6	22473	1097	23570	0.9534577853203224	21427.056809503607
2906	OrthoDB	0.35	0.6	0.7	22473	1097	23570	0.9534577853203224	21427.056809503607
2907	OrthoDB	0.35	0.6	0.8	22473	1097	23570	0.9534577853203224	21427.056809503607
2908	OrthoDB	0.35	0.6	0.9	22473	1097	23570	0.9534577853203224	21427.056809503607
2909	OrthoDB	0.35	0.7	0.7	22473	1097	23570	0.9534577853203224	21427.056809503607
2910	OrthoDB	0.35	0.7	0.8	22473	1097	23570	0.9534577853203224	21427.056809503607
2911	OrthoDB	0.35	0.7	0.9	22473	1097	23570	0.9534577853203224	21427.056809503607
2912	OrthoDB	0.35	0.8	0.8	22473	1097	23570	0.9534577853203224	21427.056809503607
2913	OrthoDB	0.35	0.8	0.9	22473	1097	23570	0.9534577853203224	21427.056809503607
2914	OrthoDB	0.35	0.9	0.9	22473	1097	23570	0.9534577853203224	21427.056809503607
2915	PANTHER	0.35	0.0	0.0	21521	3190	24711	0.8709076929302739	18742.804459552426
2916	PANTHER	0.35	0.0	0.1	21521	3190	24711	0.8709076929302739	18742.804459552426
2917	PANTHER	0.35	0.0	0.2	21521	3190	24711	0.8709076929302739	18742.804459552426
2918	PANTHER	0.35	0.0	0.3	21521	3190	24711	0.8709076929302739	18742.804459552426
2919	PANTHER	0.35	0.0	0.4	21521	3190	24711	0.8709076929302739	18742.804459552426
2920	PANTHER	0.35	0.0	0.5	21521	3190	24711	0.8709076929302739	18742.804459552426
2921	PANTHER	0.35	0.0	0.6	21521	3190	24711	0.8709076929302739	18742.804459552426
2922	PANTHER	0.35	0.0	0.7	21521	3190	24711	0.8709076929302739	18742.804459552426
2923	PANTHER	0.35	0.0	0.8	21521	3190	24711	0.8709076929302739	18742.804459552426
2924	PANTHER	0.35	0.0	0.9	21521	3190	24711	0.8709076929302739	18742.804459552426
2925	PANTHER	0.35	0.1	0.1	21521	3190	24711	0.8709076929302739	18742.804459552426
2926	PANTHER	0.35	0.1	0.2	21521	3190	24711	0.8709076929302739	18742.804459552426
2927	PANTHER	0.35	0.1	0.3	21521	3190	24711	0.8709076929302739	18742.804459552426
2928	PANTHER	0.35	0.1	0.4	21521	3190	24711	0.8709076929302739	18742.804459552426
2929	PANTHER	0.35	0.1	0.5	21521	3190	24711	0.8709076929302739	18742.804459552426
2930	PANTHER	0.35	0.1	0.6	21521	3190	24711	0.8709076929302739	18742.804459552426
2931	PANTHER	0.35	0.1	0.7	21521	3190	24711	0.8709076929302739	18742.804459552426
2932	PANTHER	0.35	0.1	0.8	21521	3190	24711	0.8709076929302739	18742.804459552426
2933	PANTHER	0.35	0.1	0.9	21521	3190	24711	0.8709076929302739	18742.804459552426
2934	PANTHER	0.35	0.2	0.2	21521	3190	24711	0.8709076929302739	18742.804459552426
2935	PANTHER	0.35	0.2	0.3	21521	3190	24711	0.8709076929302739	18742.804459552426
2936	PANTHER	0.35	0.2	0.4	21521	3190	24711	0.8709076929302739	18742.804459552426
2937	PANTHER	0.35	0.2	0.5	21521	3190	24711	0.8709076929302739	18742.804459552426
2938	PANTHER	0.35	0.2	0.6	21521	3190	24711	0.8709076929302739	18742.804459552426
2939	PANTHER	0.35	0.2	0.7	21521	3190	24711	0.8709076929302739	18742.804459552426
2940	PANTHER	0.35	0.2	0.8	21521	3190	24711	0.8709076929302739	18742.804459552426
2941	PANTHER	0.35	0.2	0.9	21521	3190	24711	0.8709076929302739	18742.804459552426
2942	PANTHER	0.35	0.3	0.3	21521	3190	24711	0.8709076929302739	18742.804459552426
2943	PANTHER	0.35	0.3	0.4	21521	3190	24711	0.8709076929302739	18742.804459552426
2944	PANTHER	0.35	0.3	0.5	21521	3190	24711	0.8709076929302739	18742.804459552426
2945	PANTHER	0.35	0.3	0.6	21521	3190	24711	0.8709076929302739	18742.804459552426
2946	PANTHER	0.35	0.3	0.7	21521	3190	24711	0.8709076929302739	18742.804459552426
2947	PANTHER	0.35	0.3	0.8	21521	3190	24711	0.8709076929302739	18742.804459552426
2948	PANTHER	0.35	0.3	0.9	21521	3190	24711	0.8709076929302739	18742.804459552426
2949	PANTHER	0.35	0.4	0.4	21521	3190	24711	0.8709076929302739	18742.804459552426
2950	PANTHER	0.35	0.4	0.5	21521	3190	24711	0.8709076929302739	18742.804459552426
2951	PANTHER	0.35	0.4	0.6	21521	3190	24711	0.8709076929302739	18742.804459552426
2952	PANTHER	0.35	0.4	0.7	21521	3190	24711	0.8709076929302739	18742.804459552426
2953	PANTHER	0.35	0.4	0.8	21521	3190	24711	0.8709076929302739	18742.804459552426
2954	PANTHER	0.35	0.4	0.9	21521	3190	24711	0.8709076929302739	18742.804459552426
2955	PANTHER	0.35	0.5	0.5	21521	3190	24711	0.8709076929302739	18742.804459552426
2956	PANTHER	0.35	0.5	0.6	21521	3190	24711	0.8709076929302739	18742.804459552426
2957	PANTHER	0.35	0.5	0.7	21521	3190	24711	0.8709076929302739	18742.804459552426
2958	PANTHER	0.35	0.5	0.8	21521	3190	24711	0.8709076929302739	18742.804459552426
2959	PANTHER	0.35	0.5	0.9	21521	3190	24711	0.8709076929302739	18742.804459552426
2960	PANTHER	0.35	0.6	0.6	21521	3190	24711	0.8709076929302739	18742.804459552426
2961	PANTHER	0.35	0.6	0.7	21521	3190	24711	0.8709076929302739	18742.804459552426
2962	PANTHER	0.35	0.6	0.8	21521	3190	24711	0.8709076929302739	18742.804459552426
2963	PANTHER	0.35	0.6	0.9	21521	3190	24711	0.8709076929302739	18742.804459552426
2964	PANTHER	0.35	0.7	0.7	21521	3190	24711	0.8709076929302739	18742.804459552426
2965	PANTHER	0.35	0.7	0.8	21521	3190	24711	0.8709076929302739	18742.804459552426
2966	PANTHER	0.35	0.7	0.9	21521	3190	24711	0.8709076929302739	18742.804459552426
2967	PANTHER	0.35	0.8	0.8	21521	3190	24711	0.8709076929302739	18742.804459552426
2968	PANTHER	0.35	0.8	0.9	21521	3190	24711	0.8709076929302739	18742.804459552426
2969	PANTHER	0.35	0.9	0.9	21521	3190	24711	0.8709076929302739	18742.804459552426
2970	InterPro	0.35	0.0	0.0	22336	5344	27680	0.8069364161849711	18023.731791907514
2971	InterPro	0.35	0.0	0.1	22336	5344	27680	0.8069364161849711	18023.731791907514
2972	InterPro	0.35	0.0	0.2	22336	5344	27680	0.8069364161849711	18023.731791907514
2973	InterPro	0.35	0.0	0.3	22336	5344	27680	0.8069364161849711	18023.731791907514
2974	InterPro	0.35	0.0	0.4	22336	5344	27680	0.8069364161849711	18023.731791907514
2975	InterPro	0.35	0.0	0.5	22336	5344	27680	0.8069364161849711	18023.731791907514
2976	InterPro	0.35	0.0	0.6	22336	5344	27680	0.8069364161849711	18023.731791907514
2977	InterPro	0.35	0.0	0.7	22336	5344	27680	0.8069364161849711	18023.731791907514
2978	InterPro	0.35	0.0	0.8	22336	5344	27680	0.8069364161849711	18023.731791907514
2979	InterPro	0.35	0.0	0.9	22336	5344	27680	0.8069364161849711	18023.731791907514
2980	InterPro	0.35	0.1	0.1	22336	5344	27680	0.8069364161849711	18023.731791907514
2981	InterPro	0.35	0.1	0.2	22336	5344	27680	0.8069364161849711	18023.731791907514
2982	InterPro	0.35	0.1	0.3	22336	5344	27680	0.8069364161849711	18023.731791907514
2983	InterPro	0.35	0.1	0.4	22336	5344	27680	0.8069364161849711	18023.731791907514
2984	InterPro	0.35	0.1	0.5	22336	5344	27680	0.8069364161849711	18023.731791907514
2985	InterPro	0.35	0.1	0.6	22336	5344	27680	0.8069364161849711	18023.731791907514
2986	InterPro	0.35	0.1	0.7	22336	5344	27680	0.8069364161849711	18023.731791907514
2987	InterPro	0.35	0.1	0.8	22336	5344	27680	0.8069364161849711	18023.731791907514
2988	InterPro	0.35	0.1	0.9	22336	5344	27680	0.8069364161849711	18023.731791907514
2989	InterPro	0.35	0.2	0.2	22336	5344	27680	0.8069364161849711	18023.731791907514
2990	InterPro	0.35	0.2	0.3	22336	5344	27680	0.8069364161849711	18023.731791907514
2991	InterPro	0.35	0.2	0.4	22336	5344	27680	0.8069364161849711	18023.731791907514
2992	InterPro	0.35	0.2	0.5	22336	5344	27680	0.8069364161849711	18023.731791907514
2993	InterPro	0.35	0.2	0.6	22336	5344	27680	0.8069364161849711	18023.731791907514
2994	InterPro	0.35	0.2	0.7	22336	5344	27680	0.8069364161849711	18023.731791907514
2995	InterPro	0.35	0.2	0.8	22336	5344	27680	0.8069364161849711	18023.731791907514
2996	InterPro	0.35	0.2	0.9	22336	5344	27680	0.8069364161849711	18023.731791907514
2997	InterPro	0.35	0.3	0.3	22336	5344	27680	0.8069364161849711	18023.731791907514
2998	InterPro	0.35	0.3	0.4	22336	5344	27680	0.8069364161849711	18023.731791907514
2999	InterPro	0.35	0.3	0.5	22336	5344	27680	0.8069364161849711	18023.731791907514
3000	InterPro	0.35	0.3	0.6	22336	5344	27680	0.8069364161849711	18023.731791907514
3001	InterPro	0.35	0.3	0.7	22336	5344	27680	0.8069364161849711	18023.731791907514
3002	InterPro	0.35	0.3	0.8	22336	5344	27680	0.8069364161849711	18023.731791907514
3003	InterPro	0.35	0.3	0.9	22336	5344	27680	0.8069364161849711	18023.731791907514
3004	InterPro	0.35	0.4	0.4	22336	5344	27680	0.8069364161849711	18023.731791907514
3005	InterPro	0.35	0.4	0.5	22336	5344	27680	0.8069364161849711	18023.731791907514
3006	InterPro	0.35	0.4	0.6	22336	5344	27680	0.8069364161849711	18023.731791907514
3007	InterPro	0.35	0.4	0.7	22336	5344	27680	0.8069364161849711	18023.731791907514
3008	InterPro	0.35	0.4	0.8	22336	5344	27680	0.8069364161849711	18023.731791907514
3009	InterPro	0.35	0.4	0.9	22336	5344	27680	0.8069364161849711	18023.731791907514
3010	InterPro	0.35	0.5	0.5	22336	5344	27680	0.8069364161849711	18023.731791907514
3011	InterPro	0.35	0.5	0.6	22336	5344	27680	0.8069364161849711	18023.731791907514
3012	InterPro	0.35	0.5	0.7	22336	5344	27680	0.8069364161849711	18023.731791907514
3013	InterPro	0.35	0.5	0.8	22336	5344	27680	0.8069364161849711	18023.731791907514
3014	InterPro	0.35	0.5	0.9	22336	5344	27680	0.8069364161849711	18023.731791907514
3015	InterPro	0.35	0.6	0.6	22336	5344	27680	0.8069364161849711	18023.731791907514
3016	InterPro	0.35	0.6	0.7	22336	5344	27680	0.8069364161849711	18023.731791907514
3017	InterPro	0.35	0.6	0.8	22336	5344	27680	0.8069364161849711	18023.731791907514
3018	InterPro	0.35	0.6	0.9	22336	5344	27680	0.8069364161849711	18023.731791907514
3019	InterPro	0.35	0.7	0.7	22336	5344	27680	0.8069364161849711	18023.731791907514
3020	InterPro	0.35	0.7	0.8	22336	5344	27680	0.8069364161849711	18023.731791907514
3021	InterPro	0.35	0.7	0.9	22336	5344	27680	0.8069364161849711	18023.731791907514
3022	InterPro	0.35	0.8	0.8	22336	5344	27680	0.8069364161849711	18023.731791907514
3023	InterPro	0.35	0.8	0.9	22336	5344	27680	0.8069364161849711	18023.731791907514
3024	InterPro	0.35	0.9	0.9	22336	5344	27680	0.8069364161849711	18023.731791907514
3025	Pfam	0.35	0.0	0.0	23691	1407	25098	0.943939756155869	22362.876763088694
3026	Pfam	0.35	0.0	0.1	23691	1407	25098	0.943939756155869	22362.876763088694
3027	Pfam	0.35	0.0	0.2	23691	1407	25098	0.943939756155869	22362.876763088694
3028	Pfam	0.35	0.0	0.3	23691	1407	25098	0.943939756155869	22362.876763088694
3029	Pfam	0.35	0.0	0.4	23691	1407	25098	0.943939756155869	22362.876763088694
3030	Pfam	0.35	0.0	0.5	23691	1407	25098	0.943939756155869	22362.876763088694
3031	Pfam	0.35	0.0	0.6	23691	1407	25098	0.943939756155869	22362.876763088694
3032	Pfam	0.35	0.0	0.7	23691	1407	25098	0.943939756155869	22362.876763088694
3033	Pfam	0.35	0.0	0.8	23691	1407	25098	0.943939756155869	22362.876763088694
3034	Pfam	0.35	0.0	0.9	23691	1407	25098	0.943939756155869	22362.876763088694
3035	Pfam	0.35	0.1	0.1	23691	1407	25098	0.943939756155869	22362.876763088694
3036	Pfam	0.35	0.1	0.2	23691	1407	25098	0.943939756155869	22362.876763088694
3037	Pfam	0.35	0.1	0.3	23691	1407	25098	0.943939756155869	22362.876763088694
3038	Pfam	0.35	0.1	0.4	23691	1407	25098	0.943939756155869	22362.876763088694
3039	Pfam	0.35	0.1	0.5	23691	1407	25098	0.943939756155869	22362.876763088694
3040	Pfam	0.35	0.1	0.6	23691	1407	25098	0.943939756155869	22362.876763088694
3041	Pfam	0.35	0.1	0.7	23691	1407	25098	0.943939756155869	22362.876763088694
3042	Pfam	0.35	0.1	0.8	23691	1407	25098	0.943939756155869	22362.876763088694
3043	Pfam	0.35	0.1	0.9	23691	1407	25098	0.943939756155869	22362.876763088694
3044	Pfam	0.35	0.2	0.2	23691	1407	25098	0.943939756155869	22362.876763088694
3045	Pfam	0.35	0.2	0.3	23691	1407	25098	0.943939756155869	22362.876763088694
3046	Pfam	0.35	0.2	0.4	23691	1407	25098	0.943939756155869	22362.876763088694
3047	Pfam	0.35	0.2	0.5	23691	1407	25098	0.943939756155869	22362.876763088694
3048	Pfam	0.35	0.2	0.6	23691	1407	25098	0.943939756155869	22362.876763088694
3049	Pfam	0.35	0.2	0.7	23691	1407	25098	0.943939756155869	22362.876763088694
3050	Pfam	0.35	0.2	0.8	23691	1407	25098	0.943939756155869	22362.876763088694
3051	Pfam	0.35	0.2	0.9	23691	1407	25098	0.943939756155869	22362.876763088694
3052	Pfam	0.35	0.3	0.3	23691	1407	25098	0.943939756155869	22362.876763088694
3053	Pfam	0.35	0.3	0.4	23691	1407	25098	0.943939756155869	22362.876763088694
3054	Pfam	0.35	0.3	0.5	23691	1407	25098	0.943939756155869	22362.876763088694
3055	Pfam	0.35	0.3	0.6	23691	1407	25098	0.943939756155869	22362.876763088694
3056	Pfam	0.35	0.3	0.7	23691	1407	25098	0.943939756155869	22362.876763088694
3057	Pfam	0.35	0.3	0.8	23691	1407	25098	0.943939756155869	22362.876763088694
3058	Pfam	0.35	0.3	0.9	23691	1407	25098	0.943939756155869	22362.876763088694
3059	Pfam	0.35	0.4	0.4	23691	1407	25098	0.943939756155869	22362.876763088694
3060	Pfam	0.35	0.4	0.5	23691	1407	25098	0.943939756155869	22362.876763088694
3061	Pfam	0.35	0.4	0.6	23691	1407	25098	0.943939756155869	22362.876763088694
3062	Pfam	0.35	0.4	0.7	23691	1407	25098	0.943939756155869	22362.876763088694
3063	Pfam	0.35	0.4	0.8	23691	1407	25098	0.943939756155869	22362.876763088694
3064	Pfam	0.35	0.4	0.9	23691	1407	25098	0.943939756155869	22362.876763088694
3065	Pfam	0.35	0.5	0.5	23691	1407	25098	0.943939756155869	22362.876763088694
3066	Pfam	0.35	0.5	0.6	23691	1407	25098	0.943939756155869	22362.876763088694
3067	Pfam	0.35	0.5	0.7	23691	1407	25098	0.943939756155869	22362.876763088694
3068	Pfam	0.35	0.5	0.8	23691	1407	25098	0.943939756155869	22362.876763088694
3069	Pfam	0.35	0.5	0.9	23691	1407	25098	0.943939756155869	22362.876763088694
3070	Pfam	0.35	0.6	0.6	23691	1407	25098	0.943939756155869	22362.876763088694
3071	Pfam	0.35	0.6	0.7	23691	1407	25098	0.943939756155869	22362.876763088694
3072	Pfam	0.35	0.6	0.8	23691	1407	25098	0.943939756155869	22362.876763088694
3073	Pfam	0.35	0.6	0.9	23691	1407	25098	0.943939756155869	22362.876763088694
3074	Pfam	0.35	0.7	0.7	23691	1407	25098	0.943939756155869	22362.876763088694
3075	Pfam	0.35	0.7	0.8	23691	1407	25098	0.943939756155869	22362.876763088694
3076	Pfam	0.35	0.7	0.9	23691	1407	25098	0.943939756155869	22362.876763088694
3077	Pfam	0.35	0.8	0.8	23691	1407	25098	0.943939756155869	22362.876763088694
3078	Pfam	0.35	0.8	0.9	23691	1407	25098	0.943939756155869	22362.876763088694
3079	Pfam	0.35	0.9	0.9	23691	1407	25098	0.943939756155869	22362.876763088694
3080	EC number	0.4	0.0	0.0	4593	258	4851	0.9468150896722325	4348.721706864564
3081	EC number	0.4	0.0	0.1	4593	258	4851	0.9468150896722325	4348.721706864564
3082	EC number	0.4	0.0	0.2	4593	258	4851	0.9468150896722325	4348.721706864564
3083	EC number	0.4	0.0	0.3	4593	258	4851	0.9468150896722325	4348.721706864564
3084	EC number	0.4	0.0	0.4	4593	258	4851	0.9468150896722325	4348.721706864564
3085	EC number	0.4	0.0	0.5	4593	258	4851	0.9468150896722325	4348.721706864564
3086	EC number	0.4	0.0	0.6	4593	258	4851	0.9468150896722325	4348.721706864564
3087	EC number	0.4	0.0	0.7	4593	258	4851	0.9468150896722325	4348.721706864564
3088	EC number	0.4	0.0	0.8	4593	258	4851	0.9468150896722325	4348.721706864564
3089	EC number	0.4	0.0	0.9	4593	258	4851	0.9468150896722325	4348.721706864564
3090	EC number	0.4	0.1	0.1	4593	258	4851	0.9468150896722325	4348.721706864564
3091	EC number	0.4	0.1	0.2	4593	258	4851	0.9468150896722325	4348.721706864564
3092	EC number	0.4	0.1	0.3	4593	258	4851	0.9468150896722325	4348.721706864564
3093	EC number	0.4	0.1	0.4	4593	258	4851	0.9468150896722325	4348.721706864564
3094	EC number	0.4	0.1	0.5	4593	258	4851	0.9468150896722325	4348.721706864564
3095	EC number	0.4	0.1	0.6	4593	258	4851	0.9468150896722325	4348.721706864564
3096	EC number	0.4	0.1	0.7	4593	258	4851	0.9468150896722325	4348.721706864564
3097	EC number	0.4	0.1	0.8	4593	258	4851	0.9468150896722325	4348.721706864564
3098	EC number	0.4	0.1	0.9	4593	258	4851	0.9468150896722325	4348.721706864564
3099	EC number	0.4	0.2	0.2	4593	258	4851	0.9468150896722325	4348.721706864564
3100	EC number	0.4	0.2	0.3	4593	258	4851	0.9468150896722325	4348.721706864564
3101	EC number	0.4	0.2	0.4	4593	258	4851	0.9468150896722325	4348.721706864564
3102	EC number	0.4	0.2	0.5	4593	258	4851	0.9468150896722325	4348.721706864564
3103	EC number	0.4	0.2	0.6	4593	258	4851	0.9468150896722325	4348.721706864564
3104	EC number	0.4	0.2	0.7	4593	258	4851	0.9468150896722325	4348.721706864564
3105	EC number	0.4	0.2	0.8	4593	258	4851	0.9468150896722325	4348.721706864564
3106	EC number	0.4	0.2	0.9	4593	258	4851	0.9468150896722325	4348.721706864564
3107	EC number	0.4	0.3	0.3	4593	258	4851	0.9468150896722325	4348.721706864564
3108	EC number	0.4	0.3	0.4	4593	258	4851	0.9468150896722325	4348.721706864564
3109	EC number	0.4	0.3	0.5	4593	258	4851	0.9468150896722325	4348.721706864564
3110	EC number	0.4	0.3	0.6	4593	258	4851	0.9468150896722325	4348.721706864564
3111	EC number	0.4	0.3	0.7	4593	258	4851	0.9468150896722325	4348.721706864564
3112	EC number	0.4	0.3	0.8	4593	258	4851	0.9468150896722325	4348.721706864564
3113	EC number	0.4	0.3	0.9	4593	258	4851	0.9468150896722325	4348.721706864564
3114	EC number	0.4	0.4	0.4	4593	258	4851	0.9468150896722325	4348.721706864564
3115	EC number	0.4	0.4	0.5	4593	258	4851	0.9468150896722325	4348.721706864564
3116	EC number	0.4	0.4	0.6	4593	258	4851	0.9468150896722325	4348.721706864564
3117	EC number	0.4	0.4	0.7	4593	258	4851	0.9468150896722325	4348.721706864564
3118	EC number	0.4	0.4	0.8	4593	258	4851	0.9468150896722325	4348.721706864564
