	ALL	1orMORE	CERO	NaN	ALL_TruePositive_query_count	1orMORE_TruePositive_query_count	CERO_FalsePositive_query_count	NaN_query_count	TruePositive	sum_TPFP	precision	TruePositive_x_sum_TPFP
EC number_count_0.5_1e-20	75	1	8	167978	75	1	8	10508	76	84	0.9047619047619048	68.76190476190476
EC number_count_0.5_1e-15	75	1	8	167978	75	1	8	10508	76	84	0.9047619047619048	68.76190476190476
EC number_count_0.5_1e-10	77	1	8	167976	77	1	8	10508	78	86	0.9069767441860465	70.74418604651163
EC number_count_0.5_1e-05	77	1	8	167976	77	1	8	10508	78	86	0.9069767441860465	70.74418604651163
EC number_count_0.5_0.01	77	1	8	167976	77	1	8	10508	78	86	0.9069767441860465	70.74418604651163
EC number_count_0.5_1	77	1	8	167976	77	1	8	10508	78	86	0.9069767441860465	70.74418604651163
Protein families_count_0.5_1e-30	126	0	8	167928	126	0	8	10508	126	134	0.9402985074626866	118.47761194029852
Protein families_count_0.5_1e-20	158	0	9	167895	158	0	9	10508	158	167	0.9461077844311377	149.48502994011977
Protein families_count_0.5_1e-15	173	0	9	167880	173	0	9	10508	173	182	0.9505494505494505	164.44505494505495
Protein families_count_0.5_1e-10	180	0	9	167873	180	0	9	10508	180	189	0.9523809523809523	171.42857142857142
Protein families_count_0.5_1e-05	191	0	9	167862	191	0	9	10508	191	200	0.955	182.405
Protein families_count_0.5_0.01	193	0	9	167860	193	0	9	10508	193	202	0.9554455445544554	184.4009900990099
Protein families_count_0.5_1	193	0	9	167860	193	0	9	10508	193	202	0.9554455445544554	184.4009900990099
OrthoDB_count_0.5_1e-30	68	0	16	167978	68	0	16	10508	68	84	0.8095238095238095	55.04761904761905
OrthoDB_count_0.5_1e-20	92	0	18	167952	92	0	18	10508	92	110	0.8363636363636363	76.94545454545454
OrthoDB_count_0.5_1e-15	100	0	20	167942	100	0	20	10508	100	120	0.8333333333333334	83.33333333333334
OrthoDB_count_0.5_1e-10	104	0	23	167935	104	0	23	10508	104	127	0.8188976377952756	85.16535433070867
OrthoDB_count_0.5_1e-05	108	0	23	167931	108	0	23	10508	108	131	0.8244274809160306	89.03816793893131
OrthoDB_count_0.5_0.01	109	0	23	167930	109	0	23	10508	109	132	0.8257575757575758	90.00757575757576
OrthoDB_count_0.5_1	109	0	23	167930	109	0	23	10508	109	132	0.8257575757575758	90.00757575757576
PANTHER_count_0.5_1e-30	136	36	0	167890	136	36	0	10508	172	172	1.0	172.0
PANTHER_count_0.5_1e-20	167	45	1	167849	167	45	1	10508	212	213	0.9953051643192489	211.00469483568077
PANTHER_count_0.5_1e-15	177	51	1	167833	177	51	1	10508	228	229	0.9956331877729258	227.00436681222706
PANTHER_count_0.5_1e-10	184	53	1	167824	184	53	1	10508	237	238	0.9957983193277311	236.00420168067228
PANTHER_count_0.5_1e-05	194	54	1	167813	194	54	1	10508	248	249	0.9959839357429718	247.00401606425703
PANTHER_count_0.5_0.01	195	55	1	167811	195	55	1	10508	250	251	0.9960159362549801	249.003984063745
PANTHER_count_0.5_1	195	55	1	167811	195	55	1	10508	250	251	0.9960159362549801	249.003984063745
InterPro_count_0.5_1e-30	138	35	0	167889	138	35	0	10508	173	173	1.0	173.0
InterPro_count_0.5_1e-20	171	43	0	167848	171	43	0	10508	214	214	1.0	214.0
InterPro_count_0.5_1e-15	181	49	0	167832	181	49	0	10508	230	230	1.0	230.0
InterPro_count_0.5_1e-10	188	51	0	167823	188	51	0	10508	239	239	1.0	239.0
InterPro_count_0.5_1e-05	198	52	0	167812	198	52	0	10508	250	250	1.0	250.0
InterPro_count_0.5_0.01	201	52	0	167809	201	52	0	10508	253	253	1.0	253.0
InterPro_count_0.5_1	201	52	0	167809	201	52	0	10508	253	253	1.0	253.0
Pfam_count_0.5_1e-30	158	11	1	167892	158	11	1	10508	169	170	0.9941176470588236	168.00588235294117
Pfam_count_0.5_1e-20	198	11	2	167851	198	11	2	10508	209	211	0.990521327014218	207.01895734597156
Pfam_count_0.5_1e-15	213	12	2	167835	213	12	2	10508	225	227	0.9911894273127754	223.01762114537445
Pfam_count_0.5_1e-10	221	12	2	167827	221	12	2	10508	233	235	0.9914893617021276	231.01702127659576
Pfam_count_0.5_1e-05	232	12	2	167816	232	12	2	10508	244	246	0.991869918699187	242.0162601626016
Pfam_count_0.5_0.01	235	12	2	167813	235	12	2	10508	247	249	0.9919678714859438	245.01606425702812
Pfam_count_0.5_1	235	12	2	167813	235	12	2	10508	247	249	0.9919678714859438	245.01606425702812
eggNOG_count_0.5_1e-30	53	0	2	168007	53	0	2	10508	53	55	0.9636363636363636	51.07272727272727
eggNOG_count_0.5_1e-20	70	0	2	167990	70	0	2	10508	70	72	0.9722222222222222	68.05555555555556
eggNOG_count_0.5_1e-15	79	0	2	167981	79	0	2	10508	79	81	0.9753086419753086	77.04938271604938
eggNOG_count_0.5_1e-10	84	0	2	167976	84	0	2	10508	84	86	0.9767441860465116	82.04651162790697
eggNOG_count_0.5_1e-05	89	0	3	167970	89	0	3	10508	89	92	0.967391304347826	86.09782608695652
eggNOG_count_0.5_0.01	90	0	3	167969	90	0	3	10508	90	93	0.967741935483871	87.09677419354838
eggNOG_count_0.5_1	90	0	3	167969	90	0	3	10508	90	93	0.967741935483871	87.09677419354838
EC number_count_0.55_1e-30	39	0	7	168016	39	0	7	10508	39	46	0.8478260869565217	33.065217391304344
EC number_count_0.55_1e-20	40	0	7	168015	40	0	7	10508	40	47	0.851063829787234	34.04255319148936
EC number_count_0.55_1e-15	40	0	7	168015	40	0	7	10508	40	47	0.851063829787234	34.04255319148936
EC number_count_0.55_1e-10	40	0	7	168015	40	0	7	10508	40	47	0.851063829787234	34.04255319148936
EC number_count_0.55_1e-05	40	0	7	168015	40	0	7	10508	40	47	0.851063829787234	34.04255319148936
EC number_count_0.55_0.01	40	0	7	168015	40	0	7	10508	40	47	0.851063829787234	34.04255319148936
EC number_count_0.55_1	40	0	7	168015	40	0	7	10508	40	47	0.851063829787234	34.04255319148936
Protein families_count_0.55_1e-30	75	0	7	167980	75	0	7	10508	75	82	0.9146341463414634	68.59756097560975
Protein families_count_0.55_1e-20	92	0	8	167962	92	0	8	10508	92	100	0.92	84.64
Protein families_count_0.55_1e-15	100	0	8	167954	100	0	8	10508	100	108	0.9259259259259259	92.5925925925926
Protein families_count_0.55_1e-10	105	0	8	167949	105	0	8	10508	105	113	0.9292035398230089	97.56637168141593
Protein families_count_0.55_1e-05	110	0	8	167944	110	0	8	10508	110	118	0.9322033898305084	102.54237288135593
Protein families_count_0.55_0.01	111	0	8	167943	111	0	8	10508	111	119	0.9327731092436975	103.53781512605042
Protein families_count_0.55_1	111	0	8	167943	111	0	8	10508	111	119	0.9327731092436975	103.53781512605042
OrthoDB_count_0.55_1e-30	38	0	13	168011	38	0	13	10508	38	51	0.7450980392156863	28.313725490196077
OrthoDB_count_0.55_1e-20	53	0	13	167996	53	0	13	10508	53	66	0.803030303030303	42.560606060606055
OrthoDB_count_0.55_1e-15	56	0	15	167991	56	0	15	10508	56	71	0.7887323943661971	44.16901408450704
OrthoDB_count_0.55_1e-10	59	0	16	167987	59	0	16	10508	59	75	0.7866666666666666	46.413333333333334
OrthoDB_count_0.55_1e-05	61	0	16	167985	61	0	16	10508	61	77	0.7922077922077922	48.324675324675326
OrthoDB_count_0.55_0.01	61	0	16	167985	61	0	16	10508	61	77	0.7922077922077922	48.324675324675326
OrthoDB_count_0.55_1	61	0	16	167985	61	0	16	10508	61	77	0.7922077922077922	48.324675324675326
PANTHER_count_0.55_1e-30	82	23	0	167957	82	23	0	10508	105	105	1.0	105.0
PANTHER_count_0.55_1e-20	99	28	1	167934	99	28	1	10508	127	128	0.9921875	126.0078125
PANTHER_count_0.55_1e-15	102	33	1	167926	102	33	1	10508	135	136	0.9926470588235294	134.00735294117646
PANTHER_count_0.55_1e-10	105	35	1	167921	105	35	1	10508	140	141	0.9929078014184397	139.00709219858155
PANTHER_count_0.55_1e-05	110	35	1	167916	110	35	1	10508	145	146	0.9931506849315068	144.00684931506848
PANTHER_count_0.55_0.01	111	35	1	167915	111	35	1	10508	146	147	0.9931972789115646	145.00680272108843
PANTHER_count_0.55_1	111	35	1	167915	111	35	1	10508	146	147	0.9931972789115646	145.00680272108843
InterPro_count_0.55_1e-30	86	20	0	167956	86	20	0	10508	106	106	1.0	106.0
InterPro_count_0.55_1e-20	103	26	0	167933	103	26	0	10508	129	129	1.0	129.0
InterPro_count_0.55_1e-15	109	28	0	167925	109	28	0	10508	137	137	1.0	137.0
InterPro_count_0.55_1e-10	112	30	0	167920	112	30	0	10508	142	142	1.0	142.0
InterPro_count_0.55_1e-05	117	30	0	167915	117	30	0	10508	147	147	1.0	147.0
InterPro_count_0.55_0.01	118	30	0	167914	118	30	0	10508	148	148	1.0	148.0
InterPro_count_0.55_1	118	30	0	167914	118	30	0	10508	148	148	1.0	148.0
Pfam_count_0.55_1e-30	96	8	1	167957	96	8	1	10508	104	105	0.9904761904761905	103.00952380952381
Pfam_count_0.55_1e-20	119	8	1	167934	119	8	1	10508	127	128	0.9921875	126.0078125
Pfam_count_0.55_1e-15	126	9	1	167926	126	9	1	10508	135	136	0.9926470588235294	134.00735294117646
Pfam_count_0.55_1e-10	130	9	1	167922	130	9	1	10508	139	140	0.9928571428571429	138.00714285714287
Pfam_count_0.55_1e-05	135	9	1	167917	135	9	1	10508	144	145	0.993103448275862	143.00689655172414
Pfam_count_0.55_0.01	136	9	1	167916	136	9	1	10508	145	146	0.9931506849315068	144.00684931506848
Pfam_count_0.55_1	136	9	1	167916	136	9	1	10508	145	146	0.9931506849315068	144.00684931506848
eggNOG_count_0.55_1e-30	32	0	2	168028	32	0	2	10508	32	34	0.9411764705882353	30.11764705882353
eggNOG_count_0.55_1e-20	39	0	2	168021	39	0	2	10508	39	41	0.9512195121951219	37.09756097560975
eggNOG_count_0.55_1e-15	44	0	2	168016	44	0	2	10508	44	46	0.9565217391304348	42.08695652173913
eggNOG_count_0.55_1e-10	46	0	2	168014	46	0	2	10508	46	48	0.9583333333333334	44.083333333333336
eggNOG_count_0.55_1e-05	49	0	2	168011	49	0	2	10508	49	51	0.9607843137254902	47.07843137254902
eggNOG_count_0.55_0.01	49	0	2	168011	49	0	2	10508	49	51	0.9607843137254902	47.07843137254902
eggNOG_count_0.55_1	49	0	2	168011	49	0	2	10508	49	51	0.9607843137254902	47.07843137254902
EC number_count_0.6_1e-30	23	0	3	168036	23	0	3	10508	23	26	0.8846153846153846	20.346153846153847
EC number_count_0.6_1e-20	24	0	3	168035	24	0	3	10508	24	27	0.8888888888888888	21.333333333333332
EC number_count_0.6_1e-15	24	0	3	168035	24	0	3	10508	24	27	0.8888888888888888	21.333333333333332
EC number_count_0.6_1e-10	24	0	3	168035	24	0	3	10508	24	27	0.8888888888888888	21.333333333333332
EC number_count_0.6_1e-05	24	0	3	168035	24	0	3	10508	24	27	0.8888888888888888	21.333333333333332
EC number_count_0.6_0.01	24	0	3	168035	24	0	3	10508	24	27	0.8888888888888888	21.333333333333332
EC number_count_0.6_1	24	0	3	168035	24	0	3	10508	24	27	0.8888888888888888	21.333333333333332
Protein families_count_0.6_1e-30	47	0	6	168009	47	0	6	10508	47	53	0.8867924528301887	41.67924528301887
Protein families_count_0.6_1e-20	61	0	7	167994	61	0	7	10508	61	68	0.8970588235294118	54.72058823529412
Protein families_count_0.6_1e-15	66	0	7	167989	66	0	7	10508	66	73	0.9041095890410958	59.671232876712324
Protein families_count_0.6_1e-10	68	0	7	167987	68	0	7	10508	68	75	0.9066666666666666	61.65333333333333
Protein families_count_0.6_1e-05	72	0	7	167983	72	0	7	10508	72	79	0.9113924050632911	65.62025316455696
Protein families_count_0.6_0.01	72	0	7	167983	72	0	7	10508	72	79	0.9113924050632911	65.62025316455696
Protein families_count_0.6_1	72	0	7	167983	72	0	7	10508	72	79	0.9113924050632911	65.62025316455696
OrthoDB_count_0.6_1e-30	25	0	10	168027	25	0	10	10508	25	35	0.7142857142857143	17.857142857142858
OrthoDB_count_0.6_1e-20	34	0	10	168018	34	0	10	10508	34	44	0.7727272727272727	26.272727272727273
OrthoDB_count_0.6_1e-15	36	0	10	168016	36	0	10	10508	36	46	0.782608695652174	28.17391304347826
OrthoDB_count_0.6_1e-10	38	0	10	168014	38	0	10	10508	38	48	0.7916666666666666	30.083333333333332
OrthoDB_count_0.6_1e-05	39	0	10	168013	39	0	10	10508	39	49	0.7959183673469388	31.040816326530614
OrthoDB_count_0.6_0.01	39	0	10	168013	39	0	10	10508	39	49	0.7959183673469388	31.040816326530614
OrthoDB_count_0.6_1	39	0	10	168013	39	0	10	10508	39	49	0.7959183673469388	31.040816326530614
PANTHER_count_0.6_1e-30	51	17	0	167994	51	17	0	10508	68	68	1.0	68.0
PANTHER_count_0.6_1e-20	64	21	0	167977	64	21	0	10508	85	85	1.0	85.0
PANTHER_count_0.6_1e-15	66	24	0	167972	66	24	0	10508	90	90	1.0	90.0
PANTHER_count_0.6_1e-10	68	24	0	167970	68	24	0	10508	92	92	1.0	92.0
PANTHER_count_0.6_1e-05	72	24	0	167966	72	24	0	10508	96	96	1.0	96.0
PANTHER_count_0.6_0.01	72	24	0	167966	72	24	0	10508	96	96	1.0	96.0
PANTHER_count_0.6_1	72	24	0	167966	72	24	0	10508	96	96	1.0	96.0
InterPro_count_0.6_1e-30	56	12	0	167994	56	12	0	10508	68	68	1.0	68.0
InterPro_count_0.6_1e-20	69	16	0	167977	69	16	0	10508	85	85	1.0	85.0
InterPro_count_0.6_1e-15	72	18	0	167972	72	18	0	10508	90	90	1.0	90.0
InterPro_count_0.6_1e-10	74	18	0	167970	74	18	0	10508	92	92	1.0	92.0
InterPro_count_0.6_1e-05	78	18	0	167966	78	18	0	10508	96	96	1.0	96.0
InterPro_count_0.6_0.01	78	18	0	167966	78	18	0	10508	96	96	1.0	96.0
InterPro_count_0.6_1	78	18	0	167966	78	18	0	10508	96	96	1.0	96.0
Pfam_count_0.6_1e-30	61	6	1	167994	61	6	1	10508	67	68	0.9852941176470589	66.01470588235294
Pfam_count_0.6_1e-20	78	6	1	167977	78	6	1	10508	84	85	0.9882352941176471	83.01176470588236
Pfam_count_0.6_1e-15	83	6	1	167972	83	6	1	10508	89	90	0.9888888888888889	88.01111111111112
Pfam_count_0.6_1e-10	85	6	1	167970	85	6	1	10508	91	92	0.9891304347826086	90.01086956521739
Pfam_count_0.6_1e-05	89	6	1	167966	89	6	1	10508	95	96	0.9895833333333334	94.01041666666667
Pfam_count_0.6_0.01	89	6	1	167966	89	6	1	10508	95	96	0.9895833333333334	94.01041666666667
Pfam_count_0.6_1	89	6	1	167966	89	6	1	10508	95	96	0.9895833333333334	94.01041666666667
eggNOG_count_0.6_1e-30	19	0	1	168042	19	0	1	10508	19	20	0.95	18.05
eggNOG_count_0.6_1e-20	23	0	1	168038	23	0	1	10508	23	24	0.9583333333333334	22.041666666666668
eggNOG_count_0.6_1e-15	26	0	1	168035	26	0	1	10508	26	27	0.9629629629629629	25.037037037037035
eggNOG_count_0.6_1e-10	27	0	1	168034	27	0	1	10508	27	28	0.9642857142857143	26.035714285714285
eggNOG_count_0.6_1e-05	29	0	1	168032	29	0	1	10508	29	30	0.9666666666666667	28.033333333333335
eggNOG_count_0.6_0.01	29	0	1	168032	29	0	1	10508	29	30	0.9666666666666667	28.033333333333335
eggNOG_count_0.6_1	29	0	1	168032	29	0	1	10508	29	30	0.9666666666666667	28.033333333333335
EC number_count_0.65_1e-30	13	0	1	168048	13	0	1	10508	13	14	0.9285714285714286	12.071428571428571
EC number_count_0.65_1e-20	14	0	1	168047	14	0	1	10508	14	15	0.9333333333333333	13.066666666666666
EC number_count_0.65_1e-15	14	0	1	168047	14	0	1	10508	14	15	0.9333333333333333	13.066666666666666
EC number_count_0.65_1e-10	14	0	1	168047	14	0	1	10508	14	15	0.9333333333333333	13.066666666666666
EC number_count_0.65_1e-05	14	0	1	168047	14	0	1	10508	14	15	0.9333333333333333	13.066666666666666
EC number_count_0.65_0.01	14	0	1	168047	14	0	1	10508	14	15	0.9333333333333333	13.066666666666666
EC number_count_0.65_1	14	0	1	168047	14	0	1	10508	14	15	0.9333333333333333	13.066666666666666
Protein families_count_0.65_1e-30	24	0	3	168035	24	0	3	10508	24	27	0.8888888888888888	21.333333333333332
Protein families_count_0.65_1e-20	32	0	4	168026	32	0	4	10508	32	36	0.8888888888888888	28.444444444444443
Protein families_count_0.65_1e-15	36	0	4	168022	36	0	4	10508	36	40	0.9	32.4
Protein families_count_0.65_1e-10	37	0	4	168021	37	0	4	10508	37	41	0.9024390243902439	33.390243902439025
Protein families_count_0.65_1e-05	38	0	4	168020	38	0	4	10508	38	42	0.9047619047619048	34.38095238095238
Protein families_count_0.65_0.01	38	0	4	168020	38	0	4	10508	38	42	0.9047619047619048	34.38095238095238
Protein families_count_0.65_1	38	0	4	168020	38	0	4	10508	38	42	0.9047619047619048	34.38095238095238
OrthoDB_count_0.65_1e-30	13	0	4	168045	13	0	4	10508	13	17	0.7647058823529411	9.941176470588236
OrthoDB_count_0.65_1e-20	18	0	4	168040	18	0	4	10508	18	22	0.8181818181818182	14.727272727272728
OrthoDB_count_0.65_1e-15	20	0	4	168038	20	0	4	10508	20	24	0.8333333333333334	16.666666666666668
OrthoDB_count_0.65_1e-10	21	0	4	168037	21	0	4	10508	21	25	0.84	17.64
OrthoDB_count_0.65_1e-05	21	0	4	168037	21	0	4	10508	21	25	0.84	17.64
OrthoDB_count_0.65_0.01	21	0	4	168037	21	0	4	10508	21	25	0.84	17.64
OrthoDB_count_0.65_1	21	0	4	168037	21	0	4	10508	21	25	0.84	17.64
PANTHER_count_0.65_1e-30	28	8	0	168026	28	8	0	10508	36	36	1.0	36.0
PANTHER_count_0.65_1e-20	35	11	0	168016	35	11	0	10508	46	46	1.0	46.0
PANTHER_count_0.65_1e-15	36	14	0	168012	36	14	0	10508	50	50	1.0	50.0
PANTHER_count_0.65_1e-10	37	14	0	168011	37	14	0	10508	51	51	1.0	51.0
PANTHER_count_0.65_1e-05	38	14	0	168010	38	14	0	10508	52	52	1.0	52.0
PANTHER_count_0.65_0.01	38	14	0	168010	38	14	0	10508	52	52	1.0	52.0
PANTHER_count_0.65_1	38	14	0	168010	38	14	0	10508	52	52	1.0	52.0
InterPro_count_0.65_1e-30	31	5	0	168026	31	5	0	10508	36	36	1.0	36.0
InterPro_count_0.65_1e-20	39	7	0	168016	39	7	0	10508	46	46	1.0	46.0
InterPro_count_0.65_1e-15	42	8	0	168012	42	8	0	10508	50	50	1.0	50.0
InterPro_count_0.65_1e-10	43	8	0	168011	43	8	0	10508	51	51	1.0	51.0
InterPro_count_0.65_1e-05	44	8	0	168010	44	8	0	10508	52	52	1.0	52.0
InterPro_count_0.65_0.01	44	8	0	168010	44	8	0	10508	52	52	1.0	52.0
InterPro_count_0.65_1	44	8	0	168010	44	8	0	10508	52	52	1.0	52.0
Pfam_count_0.65_1e-30	32	4	0	168026	32	4	0	10508	36	36	1.0	36.0
Pfam_count_0.65_1e-20	42	4	0	168016	42	4	0	10508	46	46	1.0	46.0
Pfam_count_0.65_1e-15	46	4	0	168012	46	4	0	10508	50	50	1.0	50.0
Pfam_count_0.65_1e-10	47	4	0	168011	47	4	0	10508	51	51	1.0	51.0
Pfam_count_0.65_1e-05	48	4	0	168010	48	4	0	10508	52	52	1.0	52.0
Pfam_count_0.65_0.01	48	4	0	168010	48	4	0	10508	52	52	1.0	52.0
Pfam_count_0.65_1	48	4	0	168010	48	4	0	10508	52	52	1.0	52.0
eggNOG_count_0.65_1e-30	12	0	0	168050	12	0	0	10508	12	12	1.0	12.0
eggNOG_count_0.65_1e-20	14	0	0	168048	14	0	0	10508	14	14	1.0	14.0
eggNOG_count_0.65_1e-15	16	0	0	168046	16	0	0	10508	16	16	1.0	16.0
eggNOG_count_0.65_1e-10	16	0	0	168046	16	0	0	10508	16	16	1.0	16.0
eggNOG_count_0.65_1e-05	16	0	0	168046	16	0	0	10508	16	16	1.0	16.0
eggNOG_count_0.65_0.01	16	0	0	168046	16	0	0	10508	16	16	1.0	16.0
eggNOG_count_0.65_1	16	0	0	168046	16	0	0	10508	16	16	1.0	16.0
EC number_count_0.7_1e-30	7	0	1	168054	7	0	1	10508	7	8	0.875	6.125
EC number_count_0.7_1e-20	7	0	1	168054	7	0	1	10508	7	8	0.875	6.125
EC number_count_0.7_1e-15	7	0	1	168054	7	0	1	10508	7	8	0.875	6.125
EC number_count_0.7_1e-10	7	0	1	168054	7	0	1	10508	7	8	0.875	6.125
EC number_count_0.7_1e-05	7	0	1	168054	7	0	1	10508	7	8	0.875	6.125
EC number_count_0.7_0.01	7	0	1	168054	7	0	1	10508	7	8	0.875	6.125
EC number_count_0.7_1	7	0	1	168054	7	0	1	10508	7	8	0.875	6.125
Protein families_count_0.7_1e-30	13	0	2	168047	13	0	2	10508	13	15	0.8666666666666667	11.266666666666667
Protein families_count_0.7_1e-20	18	0	3	168041	18	0	3	10508	18	21	0.8571428571428571	15.428571428571427
Protein families_count_0.7_1e-15	19	0	3	168040	19	0	3	10508	19	22	0.8636363636363636	16.40909090909091
Protein families_count_0.7_1e-10	19	0	3	168040	19	0	3	10508	19	22	0.8636363636363636	16.40909090909091
Protein families_count_0.7_1e-05	19	0	3	168040	19	0	3	10508	19	22	0.8636363636363636	16.40909090909091
Protein families_count_0.7_0.01	19	0	3	168040	19	0	3	10508	19	22	0.8636363636363636	16.40909090909091
Protein families_count_0.7_1	19	0	3	168040	19	0	3	10508	19	22	0.8636363636363636	16.40909090909091
OrthoDB_count_0.7_1e-30	6	0	3	168053	6	0	3	10508	6	9	0.6666666666666666	4.0
OrthoDB_count_0.7_1e-20	10	0	3	168049	10	0	3	10508	10	13	0.7692307692307693	7.6923076923076925
OrthoDB_count_0.7_1e-15	10	0	3	168049	10	0	3	10508	10	13	0.7692307692307693	7.6923076923076925
OrthoDB_count_0.7_1e-10	10	0	3	168049	10	0	3	10508	10	13	0.7692307692307693	7.6923076923076925
OrthoDB_count_0.7_1e-05	10	0	3	168049	10	0	3	10508	10	13	0.7692307692307693	7.6923076923076925
OrthoDB_count_0.7_0.01	10	0	3	168049	10	0	3	10508	10	13	0.7692307692307693	7.6923076923076925
OrthoDB_count_0.7_1	10	0	3	168049	10	0	3	10508	10	13	0.7692307692307693	7.6923076923076925
PANTHER_count_0.7_1e-30	15	5	0	168042	15	5	0	10508	20	20	1.0	20.0
PANTHER_count_0.7_1e-20	19	7	0	168036	19	7	0	10508	26	26	1.0	26.0
PANTHER_count_0.7_1e-15	20	7	0	168035	20	7	0	10508	27	27	1.0	27.0
PANTHER_count_0.7_1e-10	20	7	0	168035	20	7	0	10508	27	27	1.0	27.0
PANTHER_count_0.7_1e-05	20	7	0	168035	20	7	0	10508	27	27	1.0	27.0
PANTHER_count_0.7_0.01	20	7	0	168035	20	7	0	10508	27	27	1.0	27.0
PANTHER_count_0.7_1	20	7	0	168035	20	7	0	10508	27	27	1.0	27.0
InterPro_count_0.7_1e-30	19	1	0	168042	19	1	0	10508	20	20	1.0	20.0
InterPro_count_0.7_1e-20	24	2	0	168036	24	2	0	10508	26	26	1.0	26.0
InterPro_count_0.7_1e-15	25	2	0	168035	25	2	0	10508	27	27	1.0	27.0
InterPro_count_0.7_1e-10	25	2	0	168035	25	2	0	10508	27	27	1.0	27.0
InterPro_count_0.7_1e-05	25	2	0	168035	25	2	0	10508	27	27	1.0	27.0
InterPro_count_0.7_0.01	25	2	0	168035	25	2	0	10508	27	27	1.0	27.0
InterPro_count_0.7_1	25	2	0	168035	25	2	0	10508	27	27	1.0	27.0
Pfam_count_0.7_1e-30	18	2	0	168042	18	2	0	10508	20	20	1.0	20.0
Pfam_count_0.7_1e-20	24	2	0	168036	24	2	0	10508	26	26	1.0	26.0
Pfam_count_0.7_1e-15	25	2	0	168035	25	2	0	10508	27	27	1.0	27.0
Pfam_count_0.7_1e-10	25	2	0	168035	25	2	0	10508	27	27	1.0	27.0
Pfam_count_0.7_1e-05	25	2	0	168035	25	2	0	10508	27	27	1.0	27.0
Pfam_count_0.7_0.01	25	2	0	168035	25	2	0	10508	27	27	1.0	27.0
Pfam_count_0.7_1	25	2	0	168035	25	2	0	10508	27	27	1.0	27.0
eggNOG_count_0.7_1e-30	2	0	0	168060	2	0	0	10508	2	2	1.0	2.0
eggNOG_count_0.7_1e-20	3	0	0	168059	3	0	0	10508	3	3	1.0	3.0
eggNOG_count_0.7_1e-15	3	0	0	168059	3	0	0	10508	3	3	1.0	3.0
eggNOG_count_0.7_1e-10	3	0	0	168059	3	0	0	10508	3	3	1.0	3.0
eggNOG_count_0.7_1e-05	3	0	0	168059	3	0	0	10508	3	3	1.0	3.0
eggNOG_count_0.7_0.01	3	0	0	168059	3	0	0	10508	3	3	1.0	3.0
eggNOG_count_0.7_1	3	0	0	168059	3	0	0	10508	3	3	1.0	3.0
