Ortholog_Group	geneID	pLDDT_mean	file_name
OG6_552960	PCON_0056980		
OG6_552732	PCON_0056990		
OG6_552826	PCON_0057000		
OG6_552285	PCON_0057010		
OG6_553833	PCON_0057030		
OG6_552435	PCON_0057060		
OG6_552974	PCON_0057100		
OG6_553053	PCON_0057110		
OG6_553724	PCON_0057130		
OG6_552645	PCON_0057150		
OG6_553594	PCON_0057210		
OG6_552840	PCON_0057250		
OG6_553712	PCON_0057260		
OG6_552724	PCON_0057270		
OG6_127507	PCON_0057320		
OG6_552803	PCON_0057510		
OG6_554120	PCON_0057570		
OG6_552988	PCON_0057600		
OG6_105200	PCON_0057700		
OG6_552468	PCON_0057750		
OG6_553087	PCON_0057760		
OG6_554025	PCON_0057800		
OG6_552995	PCON_0057820		
OG6_132846	PCON_0057830		
OG6_553261	PCON_0057850		
OG6_552384	PCON_0057870		
OG6_553232	PCON_0057910		
OG6_552766	PCON_0057950		
OG6_101017	PCON_0057990		
OG6_552653	PCON_0058010		
OG6_552982	PCON_0058040		
OG6_552962	PCON_0058150		
OG6_552560	PCON_0058160		
OG6_553730	PCON_0058180		
OG6_552997	PCON_0058220		
OG6_554056	PCON_0058330		
OG6_553597	PCON_0058420		
OG6_553321	PCON_0058570		
OG6_552306	PCON_0058580		
OG6_553025	PCON_0058600		
OG6_554074	PCON_0058660		
OG6_554136	PCON_0058680		
OG6_554169	PCON_0058690		
OG6_553956	PCON_0058710		
OG6_552822	PCON_0058720		
OG6_553211	PCON_0058950		
OG6_553528	PCON_0058980		
OG6_553754	PCON_0059120		
OG6_552693	PCON_0059270		
OG6_552283	PCON_0059280		
OG6_553890	PCON_0059300		
OG6_553826	PCON_0059310		
OG6_553311	PCON_0059330		
OG6_553962	PCON_0059360		
OG6_552989	PCON_0059370		
OG6_552700	PCON_0059480		
OG6_553066	PCON_0059490		
OG6_553466	PCON_0059580		
OG6_148372	PCON_0059660		
OG6_553158	PCON_0059710		
OG6_553800	PCON_0059730		
OG6_553818	PCON_0059760		
OG6_552663	PCON_0059820		
OG6_553477	PCON_0059850		
OG6_553937	PCON_0059900		
OG6_552453	PCON_0059910		
OG6_553992	PCON_0059920		
OG6_553993	PCON_0059930		
OG6_554161	PCON_0059950		
OG6_552309	PCON_0059960		
OG6_553206	PCON_0059980		
OG6_553763	PCON_0059990		
OG6_552728	PCON_0060000		
OG6_553815	PCON_0060010		
OG6_553508	PCON_0060020		
OG6_552399	PCON_0060030		
OG6_553686	PCON_0060050		
OG6_554142	PCON_0060070		
OG6_553231	PCON_0060120		
OG6_553448	PCON_0060210		
OG6_553485	PCON_0060240		
OG6_552383	PCON_0060280		
OG6_552586	PCON_0060360		
OG6_553964	PCON_0060380		
OG6r16_442707	PCON_0060410		
OG6_553886	PCON_0060450		
OG6_553463	PCON_0060460		
OG6_552804	PCON_0060500		
OG6_552780	PCON_0060520		
OG6_127402	PCON_0060570		
OG6_553498	PCON_0060680		
OG6_552689	PCON_0060710		
OG6_552861	PCON_0060730		
OG6_553454	PCON_0060740		
OG6_553121	PCON_0060810		
OG6_106571	PCON_0060840		
OG6_554090	PCON_0060870		
OG6_552790	PCON_0060900		
OG6_552405	PCON_0060910		
OG6_552394	PCON_0060930		
OG6_553407	PCON_0060940		
OG6_552824	PCON_0060950		
OG6_552648	PCON_0060960		
OG6_553689	PCON_0060970		
OG6_215261	PCON_0060980		
OG6_552897	PCON_0060990		
OG6_553920	PCON_0061000		
OG6_552932	PCON_0061010		
OG6_552465	PCON_0061030		
OG6_552833	PCON_0061040		
OG6_553382	PCON_0061050		
OG6_552784	PCON_0061060		
OG6_553067	PCON_0061070		
OG6_215264	PCON_0061090		
OG6_553226	PCON_0061100		
OG6_552638	PCON_0061130		
OG6_552768	PCON_0061200		
OG6_552427	PCON_0061220		
OG6_553423	PCON_0061240		
OG6_553753	PCON_0061260		
OG6_552522	PCON_0061420		
OG6_115282	PCON_0061460		
OG6_552710	PCON_0061510		
OG6_552756	PCON_0061520		
OG6_553487	PCON_0061530		
OG6_100618	PCON_0061620		
OG6_553179	PCON_0061630		
OG6_552841	PCON_0061660		
OG6_552327	PCON_0061670		
OG6_552292	PCON_0061760		
OG6_553107	PCON_0061780		
OG6_552467	PCON_0061850		
OG6_553291	PCON_0061920		
OG6_553901	PCON_0061940		
OG6_552915	PCON_0061990		
OG6_553619	PCON_0062050		
OG6_552831	PCON_0062110		
OG6_552603	PCON_0062260		
OG6_553841	PCON_0062310		
OG6_553579	PCON_0062320		
OG6_552340	PCON_0062330		
OG6_553340	PCON_0062390		
OG6_553308	PCON_0062410		
OG6_552331	PCON_0062420		
OG6_552655	PCON_0062510		
OG6_552730	PCON_0062530		
OG6_151079	PCON_0062580		
OG6_552913	PCON_0062610		
OG6_553489	PCON_0062620		
OG6_552632	PCON_0062670		
OG6_553022	PCON_0062680		
OG6_553216	PCON_0062690		
OG6_553653	PCON_0062760		
OG6_553704	PCON_0062840		
OG6_553970	PCON_0062850		
OG6_553981	PCON_0062880		
OG6_553234	PCON_0062890		
OG6_552702	PCON_0062960		
OG6_552785	PCON_0063150		
OG6_552748	PCON_0063180		
OG6_553822	PCON_0063200		
OG6_553069	PCON_0063290		
OG6_552622	PCON_0063300		
OG6_552620	PCON_0063360		
OG6_552631	PCON_0063390		
OG6_553537	PCON_0063420		
OG6_552741	PCON_0063430		
OG6_553600	PCON_0063440		
OG6_553052	PCON_0063540		
OG6_553519	PCON_0063560		
OG6_552488	PCON_0063670		
OG6_552855	PCON_0063690		
OG6_553472	PCON_0063740		
OG6_554066	PCON_0063790		
OG6_553405	PCON_0063800		
OG6_552750	PCON_0063830		
OG6_176475	PCON_0063850		
OG6_552815	PCON_0063870		
OG6_552678	PCON_0063880		
OG6_554086	PCON_0063900		
OG6_552909	PCON_0063930		
OG6_553570	PCON_0063980		
OG6_553931	PCON_0064020		
OG6_553200	PCON_0064110		
OG6_552623	PCON_0064120		
OG6_553589	PCON_0064160		
OG6_552714	PCON_0064190		
OG6_553558	PCON_0064200		
OG6_553172	PCON_0064210		
OG6_553409	PCON_0064220		
OG6_553385	PCON_0064230		
OG6_552954	PCON_0064280		
OG6_553120	PCON_0064300		
OG6_554147	PCON_0064320		
OG6_553824	PCON_0064450		
OG6_553151	PCON_0064520		
OG6_553039	PCON_0064540		
OG6_552973	PCON_0064570		
OG6_552773	PCON_0064630		
OG6_552355	PCON_0064730		
OG6_552460	PCON_0064750		
OG6_553636	PCON_0064820		
OG6_553315	PCON_0064850		
OG6_554156	PCON_0064860		
OG6_553359	PCON_0064890		
OG6_553209	PCON_0064940		
OG6_554105	PCON_0064950		
OG6_553377	PCON_0064970		
OG6_553658	PCON_0065040		
OG6_553568	PCON_0065100		
OG6_553287	PCON_0065140		
OG6_552703	PCON_0065160		
OG6_553845	PCON_0065210		
OG6_552673	PCON_0065220		
OG6_552839	PCON_0065280		
OG6_553361	PCON_0065330		
OG6_552612	PCON_0065420		
OG6_553509	PCON_0065460		
OG6_552901	PCON_0065500		
OG6_553849	PCON_0065720		
OG6_554139	PCON_0065800		
OG6_553652	PCON_0065890		
OG6_553046	PCON_0066050		
OG6_552481	PCON_0066130		
OG6_553180	PCON_0066150		
OG6_100207	PCON_0066170		
OG6_553963	PCON_0066180		
OG6_554033	PCON_0066190		
OG6_552921	PCON_0066350		
OG6_553750	PCON_0066380		
OG6_553863	PCON_0066600		
OG6_554061	PCON_0066620		
OG6_553283	PCON_0066650		
OG6_554145	PCON_0066670		
OG6_553460	PCON_0066680		
OG6_553045	PCON_0066690		
OG6_554034	PCON_0066700		
OG6_553360	PCON_0066770		
OG6_552743	PCON_0066810		
OG6_192292	PCON_0066880		
OG6_553410	PCON_0066940		
OG6_171311	PCON_0067040		
OG6_115840	PCON_0067110		
OG6_552471	PCON_0067130		
OG6_552978	PCON_0067150		
OG6_552387	PCON_0067280		
OG6_552332	PCON_0067300		
OG6_554076	PCON_0067310		
OG6_552935	PCON_0067320		
OG6_553135	PCON_0067410		
OG6_553604	PCON_0067430		
OG6_553958	PCON_0067440		
OG6_553303	PCON_0067450		
OG6_552577	PCON_0067500		
OG6_554092	PCON_0067540		
OG6_553985	PCON_0067580		
OG6_553183	PCON_0067610		
OG6_173317	PCON_0067690		
OG6_553974	PCON_0067750		
OG6_552991	PCON_0067820		
OG6_552895	PCON_0067840		
OG6_552496	PCON_0067920		
OG6_553943	PCON_0067940		
OG6_553038	PCON_0067950		
OG6_553850	PCON_0068200		
OG6_553351	PCON_0068350		
OG6_553979	PCON_0068410		
OG6_552634	PCON_0068490		
OG6_552541	PCON_0068550		
OG6_552305	PCON_0068560		
OG6_554072	PCON_0068570		
OG6_552368	PCON_0068580		
OG6_552382	PCON_0068670		
OG6_553551	PCON_0068690		
OG6_552602	PCON_0068700		
OG6_553708	PCON_0068790		
OG6_553061	PCON_0068800		
OG6_553796	PCON_0068830		
OG6_553957	PCON_0068970		
OG6_553830	PCON_0069020		
OG6_553492	PCON_0069070		
OG6_552696	PCON_0069150		
OG6_553042	PCON_0069170		
OG6_554127	PCON_0069200		
OG6_553122	PCON_0069230		
OG6_554026	PCON_0069270		
OG6_554038	PCON_0069280		
OG6_552333	PCON_0069290		
OG6_553373	PCON_0069300		
OG6_552870	PCON_0069340		
OG6_553483	PCON_0069370		
OG6_552506	PCON_0069380		
OG6_552658	PCON_0069420		
OG6_553875	PCON_0069520		
OG6_553751	PCON_0069530		
OG6_553174	PCON_0069570		
OG6_553544	PCON_0069610		
OG6_554124	PCON_0069660		
OG6_552690	PCON_0069670		
OG6_552746	PCON_0069720		
OG6_553100	PCON_0069730		
OG6_554158	PCON_0069750		
OG6_552474	PCON_0069770		
OG6_552683	PCON_0069800		
OG6_553839	PCON_0069830		
OG6_553055	PCON_0069850		
OG6_552847	PCON_0069860		
OG6_553829	PCON_0069870		
OG6_554006	PCON_0069940		
OG6_553108	PCON_0070070		
OG6_553591	PCON_0070080		
OG6_553292	PCON_0070220		
OG6_552886	PCON_0070270		
OG6_552809	PCON_0070350		
OG6_553543	PCON_0070370		
OG6_552421	PCON_0070390		
OG6_553857	PCON_0070400		
OG6_552492	PCON_0070420		
OG6_552818	PCON_0070450		
OG6_552359	PCON_0070470		
OG6_104228	PCON_0070480		
OG6_552626	PCON_0070490		
OG6_553357	PCON_0070530		
OG6_553814	PCON_0070560		
OG6_553114	PCON_0070570		
OG6_554132	PCON_0070600		
OG6_553533	PCON_0070640		
OG6_553659	PCON_0070680		
OG6_554050	PCON_0070830		
OG6_552656	PCON_0070890		
OG6_552587	PCON_0070910		
OG6_552441	PCON_0070920		
OG6_553105	PCON_0070930		
OG6_553881	PCON_0071010		
OG6_552769	PCON_0071040		
OG6_553905	PCON_0071080		
OG6_552904	PCON_0071100		
OG6_553602	PCON_0071130		
OG6_553838	PCON_0071140		
OG6_552863	PCON_0071160		
OG6_554099	PCON_0071170		
OG6_554041	PCON_0071200		
OG6_553545	PCON_0071380		
OG6_553687	PCON_0071480		
OG6_552762	PCON_0071490		
OG6_553288	PCON_0071560		
OG6_553497	PCON_0071670		
OG6_552524	PCON_0071730		
OG6_553731	PCON_0071740		
OG6_553044	PCON_0071760		
OG6_553743	PCON_0071780		
OG6_554007	PCON_0071790		
OG6_553499	PCON_0071810		
OG6_552734	PCON_0071830		
OG6_552977	PCON_0071840		
OG6_552388	PCON_0071850		
OG6_552837	PCON_0071910		
OG6_553447	PCON_0071930		
OG6_554019	PCON_0071940		
OG6_121488	PCON_0071950		
OG6_553236	PCON_0071960		
OG6_206959	PCON_0071970		
OG6_553921	PCON_0071980		
OG6_553638	PCON_0071990		
OG6_554071	PCON_0072000		
OG6_552415	PCON_0072010		
OG6_553719	PCON_0072020		
OG6_553739	PCON_0072040		
OG6_552925	PCON_0072060		
OG6_552677	PCON_0072070		
OG6_553008	PCON_0072120		
OG6_552697	PCON_0072170		
OG6_553555	PCON_0072200		
OG6_553572	PCON_0072220		
OG6_102719	PCON_0072240		
OG6_552404	PCON_0072280		
OG6_106829	PCON_0072300		
OG6_553590	PCON_0072360		
OG6_552919	PCON_0072370		
OG6_552920	PCON_0072380		
OG6_554057	PCON_0072450		
OG6_552470	PCON_0072470		
OG6_552418	PCON_0072480		
OG6_142684	PCON_0072520		
OG6_552521	PCON_0072630		
OG6_553917	PCON_0072640		
OG6_552571	PCON_0072650		
OG6_553612	PCON_0072660		
OG6_552489	PCON_0072730		
OG6_553646	PCON_0072790		
OG6_554021	PCON_0072810		
OG6_553934	PCON_0072840		
OG6_552708	PCON_0072940		
OG6_552286	PCON_0072960		
OG6_553768	PCON_0073000		
OG6_554115	PCON_0073020		
OG6_145973	PCON_0073040		
OG6_552500	PCON_0073110		
OG6_553596	PCON_0073120		
OG6_552342	PCON_0073170		
OG6_552494	PCON_0073190		
OG6_552566	PCON_0073360		
OG6_552829	PCON_0073460		
OG6_115152	PCON_0073490		
OG6_553144	PCON_0073500		
OG6_553476	PCON_0073520		
OG6_553792	PCON_0073540		
OG6_553513	PCON_0073570		
OG6_553386	PCON_0073600		
OG6_553176	PCON_0073610		
OG6_552351	PCON_0073670		
OG6_553809	PCON_0073790		
OG6_552917	PCON_0073850		
OG6_553911	PCON_0073870		
OG6_553128	PCON_0073890		
OG6_553081	PCON_0073940		
OG6_554070	PCON_0073950		
OG6_552898	PCON_0073960		
OG6_553467	PCON_0073970		
OG6_552420	PCON_0073980		
OG6_552640	PCON_0074100		
OG6_553810	PCON_0074130		
OG6_552675	PCON_0074140		
OG6_553150	PCON_0074160		
OG6_553136	PCON_0074170		
OG6_552356	PCON_0074190		
OG6_142494	PCON_0074200		
OG6_552406	PCON_0074210		
OG6_552718	PCON_0074230		
OG6_553124	PCON_0074240		
OG6_553333	PCON_0074250		
OG6_553323	PCON_0074270		
OG6_552864	PCON_0074410		
OG6_553433	PCON_0074450		
OG6_110029	PCON_0074480		
OG6_553787	PCON_0074520		
OG6_552923	PCON_0074580		
OG6_552287	PCON_0074590		
OG6_553574	PCON_0074600		
OG6_552502	PCON_0074680		
OG6_552999	PCON_0074690		
OG6_112775	PCON_0074700		
OG6_553882	PCON_0074710		
OG6_552758	PCON_0074740		
OG6_106282	PCON_0074760		
OG6_552908	PCON_0074770		
OG6_554129	PCON_0074790		
OG6_553694	PCON_0074800		
OG6_552316	PCON_0074810		
OG6_552681	PCON_0074870		
OG6_553695	PCON_0075010		
OG6_554068	PCON_0075030		
OG6_553043	PCON_0075050		
OG6_552900	PCON_0075060		
OG6_553076	PCON_0075070		
OG6_552643	PCON_0075160		
OG6_553325	PCON_0075170		
OG6_101490	PCON_0075190		
OG6_553258	PCON_0075240		
OG6_553973	PCON_0075280		
OG6_163130	PCON_0075300		
OG6_553813	PCON_0075330		
OG6_552628	PCON_0075420		
OG6_553878	PCON_0075460		
OG6_553244	PCON_0075470		
OG6_552400	PCON_0075480		
OG6_552555	PCON_0075490		
OG6_553019	PCON_0075500		
OG6_552965	PCON_0075540		
OG6_553006	PCON_0075570		
OG6_553294	PCON_0075650		
OG6_553102	PCON_0075660		
OG6_553671	PCON_0075770		
OG6_553190	PCON_0075790		
OG6_552613	PCON_0075800		
OG6_553635	PCON_0075810		
OG6_552753	PCON_0075840		
OG6_552946	PCON_0075850		
OG6_552300	PCON_0075860		
OG6_553314	PCON_0075870		
OG6_552777	PCON_0075880		
OG6_553516	PCON_0075910		
OG6_552303	PCON_0075920		
OG6_553237	PCON_0075950		
OG6_553644	PCON_0075980		
OG6_553030	PCON_0075990		
OG6_553908	PCON_0076240		
OG6_553026	PCON_0076250		
OG6_552569	PCON_0076270		
OG6_554162	PCON_0076280		
OG6_552544	PCON_0076300		
OG6_553071	PCON_0076410		
OG6_553441	PCON_0076450		
OG6_215288	PCON_0076500		
OG6_215289	PCON_0076510		
OG6_552454	PCON_0076520		
OG6_552619	PCON_0076530		
OG6_553788	PCON_0076550		
OG6_554143	PCON_0076580		
OG6_553279	PCON_0076620		
OG6_553912	PCON_0076640		
OG6_553347	PCON_0076720		
OG6_554063	PCON_0076740		
OG6_554102	PCON_0076800		
OG6_552630	PCON_0076820		
OG6_552594	PCON_0076860		
OG6_553795	PCON_0076880		
OG6_553343	PCON_0076940		
OG6_553162	PCON_0077030		
OG6_102479	PCON_0077040		
OG6_101664	PCON_0077050		
OG6_552609	PCON_0077060		
OG6_552345	PCON_0077120		
OG6_132616	PCON_0077130		
OG6_552369	PCON_0077180		
OG6_101683	PCON_0077210		
OG6_552576	PCON_0077240		
OG6_553557	PCON_0077250		
OG6_553223	PCON_0077260		
OG6_553262	PCON_0077290		
OG6_552581	PCON_0077340		
OG6_552358	PCON_0077390		
OG6_554098	PCON_0077400		
OG6_553679	PCON_0077430		
OG6_110313	PCON_0077460		
OG6_554093	PCON_0077470		
OG6_552884	PCON_0077520		
OG6_552761	PCON_0077540		
OG6_552419	PCON_0077670		
OG6_552548	PCON_0077680		
OG6_553348	PCON_0077710		
OG6_552559	PCON_0077720		
OG6_141898	PCON_0077730		
OG6_552317	PCON_0077740		
OG6_553769	PCON_0077780		
OG6_553239	PCON_0077800		
OG6_554101	PCON_0077810		
OG6_553327	PCON_0077850		
OG6_552816	PCON_0077870		
OG6_553781	PCON_0077890		
OG6_553870	PCON_0077920		
OG6_553390	PCON_0077930		
OG6_553935	PCON_0077950		
OG6_553310	PCON_0077960		
OG6_552992	PCON_0078000		
OG6_552298	PCON_0078070		
OG6_552853	PCON_0078080		
OG6_552927	PCON_0078100		
OG6_552498	PCON_0078130		
OG6_553836	PCON_0078140		
OG6_552872	PCON_0078180		
OG6_552473	PCON_0078210		
OG6_553941	PCON_0078240		
OG6_554053	PCON_0078280		
OG6_553001	PCON_0078310		
OG6_552894	PCON_0078320		
OG6_553592	PCON_0078330		
OG6_554023	PCON_0078340		
OG6_553872	PCON_0078350		
OG6_554027	PCON_0078390		
OG6_553759	PCON_0078410		
OG6_553395	PCON_0078420		
OG6_552786	PCON_0078440		
OG6_553510	PCON_0078480		
OG6_554109	PCON_0078570		
OG6_553131	PCON_0078580		
OG6_553893	PCON_0078590		
OG6_553058	PCON_0078600		
OG6_553364	PCON_0078610		
OG6_553505	PCON_0078620		
OG6_553876	PCON_0078630		
OG6_553834	PCON_0078650		
OG6_553874	PCON_0078700		
OG6_552851	PCON_0078730		
OG6_553229	PCON_0078750		
OG6_552476	PCON_0078780		
OG6_553167	PCON_0078790		
OG6_553949	PCON_0078810		
OG6_553156	PCON_0078820		
OG6_553171	PCON_0078890		
OG6_553598	PCON_0078910		
OG6_553379	PCON_0078920		
OG6_552503	PCON_0078950		
OG6_552459	PCON_0079010		
OG6_553163	PCON_0079020		
OG6_554067	PCON_0079040		
OG6_552636	PCON_0079060		
OG6_552402	PCON_0079080		
OG6r16_442708	PCON_0079110		
OG6_554110	PCON_0079120		
OG6_133100	PCON_0079140		
OG6_106221	PCON_0079150		
OG6_553952	PCON_0079170		
OG6_552662	PCON_0079270		
OG6_552606	PCON_0079290		
OG6_553070	PCON_0079380		
OG6_553056	PCON_0079410		
OG6_215298	PCON_0079430		
OG6_552533	PCON_0079460		
OG6_553300	PCON_0079550		
OG6_552618	PCON_0079560		
OG6_552774	PCON_0079570		
OG6_553095	PCON_0079580		
OG6_554039	PCON_0079600		
OG6_552588	PCON_0079630		
OG6_552660	PCON_0079640		
OG6_553861	PCON_0079680		
OG6_552510	PCON_0079730		
OG6_553387	PCON_0079780		
OG6_552983	PCON_0079810		
OG6_553208	PCON_0079830		
OG6_553059	PCON_0079930		
OG6_552688	PCON_0079980		
OG6_554118	PCON_0080000		
OG6_554150	PCON_0080010		
OG6_553401	PCON_0080020		
OG6_553169	PCON_0080040		
OG6_552899	PCON_0080060		
OG6_553630	PCON_0080070		
OG6_553732	PCON_0080120		
OG6_552294	PCON_0080160		
OG6_554085	PCON_0080180		
OG6_553613	PCON_0080270		
OG6_552971	PCON_0080300		
OG6_553944	PCON_0080330		
OG6_553986	PCON_0080350		
OG6_553186	PCON_0080390		
OG6_554089	PCON_0080410		
OG6_137704	PCON_0080440		
OG6_552704	PCON_0080510		
OG6_552850	PCON_0080620		
OG6_554130	PCON_0080640		
OG6_103730	PCON_0080670		
OG6_553431	PCON_0080700		
OG6_553693	PCON_0080760		
OG6_554117	PCON_0080780		
OG6_553811	PCON_0080800		
OG6_553301	PCON_0080810		
OG6_215304	PCON_0080850		
OG6_552339	PCON_0080880		
OG6_554043	PCON_0080890		
OG6_553369	PCON_0080930		
OG6_553531	PCON_0080990		
OG6_552668	PCON_0081020		
OG6_554104	PCON_0081030		
OG6_552716	PCON_0081050		
OG6_111516	PCON_0081090		
OG6_553267	PCON_0081140		
OG6_553228	PCON_0081220		
OG6_552372	PCON_0081310		
OG6_554037	PCON_0081340		
OG6_553950	PCON_0081350		
OG6_552499	PCON_0081410		
OG6_554078	PCON_0081460		
OG6_553852	PCON_0081470		
OG6_553681	PCON_0081480		
OG6_552320	PCON_0081520		
OG6_553458	PCON_0081540		
OG6_552573	PCON_0081590		
OG6_553853	PCON_0081610		
OG6_552931	PCON_0081620		
OG6_553127	PCON_0081630		
OG6_553535	PCON_0081660		
OG6_553791	PCON_0081680		
OG6_553367	PCON_0081700		
OG6_134509	PCON_0081720		
OG6_552686	PCON_0081730		
OG6_552365	PCON_0081740		
OG6_552323	PCON_0081760		
OG6_552976	PCON_0081810		
OG6_201426	PCON_0081830		
OG6_552676	PCON_0081840		
OG6_153502	PCON_0081880		
OG6_137012	PCON_0081920		
OG6_552781	PCON_0081940		
OG6_553930	PCON_0081970		
OG6_552807	PCON_0082040		
OG6_553015	PCON_0082080		
OG6_119332	PCON_0082190		
OG6_552517	PCON_0082210		
OG6_553479	PCON_0082230		
OG6_553103	PCON_0082240		
OG6_552540	PCON_0082250		
OG6_552672	PCON_0082300		
OG6_553562	PCON_0082340		
OG6_552717	PCON_0082360		
OG6_553774	PCON_0082370		
OG6_553584	PCON_0082380		
OG6_554097	PCON_0082400		
OG6_553988	PCON_0082440		
OG6_553924	PCON_0082450		
OG6_554031	PCON_0082460		
OG6_553199	PCON_0082480		
OG6_553913	PCON_0082490		
OG6_553013	PCON_0082520		
OG6_552595	PCON_0082570		
OG6_553717	PCON_0082590		
OG6_553897	PCON_0082610		
OG6_552505	PCON_0082630		
OG6_553711	PCON_0082640		
OG6_553111	PCON_0082760		
OG6_552835	PCON_0082770		
OG6_552875	PCON_0082780		
OG6_552996	PCON_0082910		
OG6_552322	PCON_0082960		
OG6_553298	PCON_0083000		
OG6_177719	PCON_0083020		
OG6_554059	PCON_0083050		
OG6_553698	PCON_0083060		
OG6_552442	PCON_0083150		
OG6_552858	PCON_0083180		
OG6_552307	PCON_0083200		
OG6_553682	PCON_0083250		
OG6_554144	PCON_0083280		
OG6_553193	PCON_0083290		
OG6_552608	PCON_0083300		
OG6_553020	PCON_0083410		
OG6_553709	PCON_0083430		
OG6_553983	PCON_0083460		
OG6_143939	PCON_0083470		
OG6_552856	PCON_0083480		
OG6_553614	PCON_0083540		
OG6_553408	PCON_0083620		
OG6_553608	PCON_0083680		
OG6_552820	PCON_0083780		
OG6_553718	PCON_0083820		
OG6_553219	PCON_0083870		
OG6_553926	PCON_0083890		
OG6_553259	PCON_0083950		
OG6_552706	PCON_0083990		
OG6_553403	PCON_0084060		
OG6_553115	PCON_0084130		
OG6_553512	PCON_0084200		
OG6_553794	PCON_0084260		
OG6_553084	PCON_0084270		
OG6_553116	PCON_0084280		
OG6_552939	PCON_0084320		
OG6_552567	PCON_0084360		
OG6_553672	PCON_0084400		
OG6_552877	PCON_0084530		
OG6_552484	PCON_0084540		
OG6_553801	PCON_0084580		
OG6_553187	PCON_0084620		
OG6_553319	PCON_0084640		
OG6_553989	PCON_0084650		
OG6_552719	PCON_0084670		
OG6_552452	PCON_0084700		
OG6_553626	PCON_0084720		
OG6_105048	PCON_0084840		
OG6_553353	PCON_0084850		
OG6_553936	PCON_0084860		
OG6_553669	PCON_0084900		
OG6_553951	PCON_0084940		
OG6_553827	PCON_0085000		
OG6_552911	PCON_0085020		
OG6_553847	PCON_0085040		
OG6_553068	PCON_0085070		
OG6_553188	PCON_0085080		
OG6_553550	PCON_0085090		
OG6_552654	PCON_0085130		
OG6_552825	PCON_0085150		
OG6_553222	PCON_0085190		
OG6_553285	PCON_0085220		
OG6_553478	PCON_0085230		
OG6_552859	PCON_0085240		
OG6_552361	PCON_0085260		
OG6_552574	PCON_0085270		
OG6_552723	PCON_0085290		
OG6_141992	PCON_0085370		
OG6_553270	PCON_0085440		
OG6_553902	PCON_0085460		
OG6_552892	PCON_0085510		
OG6_552691	PCON_0085550		
OG6_552985	PCON_0085570		
OG6_552987	PCON_0085690		
OG6_554114	PCON_0085720		
OG6_553365	PCON_0085730		
OG6_552601	PCON_0085780		
OG6_554134	PCON_0085810		
OG6_552291	PCON_0085820		
OG6_554133	PCON_0085860		
OG6_553942	PCON_0085880		
OG6_553603	PCON_0085900		
OG6_552666	PCON_0085950		
OG6_553331	PCON_0085970		
OG6_552319	PCON_0086010		
OG6_553218	PCON_0086040		
OG6_215311	PCON_0086060		
OG6_553807	PCON_0086080		
OG6_552729	PCON_0086100		
OG6_552591	PCON_0086120		
OG6_553663	PCON_0086130		
OG6_552543	PCON_0086150		
OG6_552558	PCON_0086200		
OG6_553074	PCON_0086210		
OG6_553173	PCON_0086240		
OG6_552312	PCON_0086260		
OG6_552661	PCON_0086270		
OG6_553907	PCON_0086310		
OG6_553481	PCON_0086320		
OG6_553665	PCON_0086350		
OG6_552380	PCON_0086420		
OG6_553873	PCON_0086430		
OG6_554166	PCON_0086500		
OG6_554163	PCON_0086620		
OG6_127206	PCON_0086660		
OG6r16_401434	LGELEM452_000015500		
OG6r16_401435	LGELEM452_000015700		
OG6r16_401419	LGELEM452_000016000		
OG6r16_401402	LGELEM452_000017600		
OG6r16_128495	LGELEM452_000020700		
OG6r16_401382	LGELEM452_010013600		
OG6_105740	LGELEM452_020008600		
OG6r16_401385	LGELEM452_030011800		
OG6r16_401443	LGELEM452_030011900		
OG6r16_401422	LGELEM452_040006900		
OG6r16_401437	LGELEM452_050014800		
OG6r16_401423	LGELEM452_060013100		
OG6r16_401442	LGELEM452_060013300		
OG6r16_401408	LGELEM452_070015100		
OG6_106301	LGELEM452_070016300		
OG6r16_401412	LGELEM452_080014500		
OG6r16_401393	LGELEM452_090012400		
OG6r16_401395	LGELEM452_090017200		
OG6r16_401428	LGELEM452_100005100		
OG6r16_401407	LGELEM452_100010600		
OG6r16_401417	LGELEM452_110010600		
OG6r16_401389	LGELEM452_110011800		
OG6r16_401392	LGELEM452_120011000		
OG6r16_401433	LGELEM452_120012600		
OG6r16_401446	LGELEM452_120012700		
OG6r16_401396	LGELEM452_120013100		
OG6r16_401398	LGELEM452_120013900		
OG6r16_401384	LGELEM452_120015400		
OG6r16_401440	LGELEM452_140010300		
OG6r16_401391	LGELEM452_140021200		
OG6r16_401390	LGELEM452_150011300		
OG6_531556	LGELEM452_170012300		
OG6r16_401410	LGELEM452_170017300		
OG6r16_401415	LGELEM452_190012100		
OG6r16_401416	LGELEM452_190019500		
OG6r16_401438	LGELEM452_210025000		
OG6r16_401425	LGELEM452_220014200		
OG6r16_401444	LGELEM452_220020800		
OG6r16_401401	LGELEM452_230016400		
OG6r16_401403	LGELEM452_230023300		
OG6r16_401421	LGELEM452_240009000		
OG6r16_401399	LGELEM452_240013500		
OG6_351719	LGELEM452_240021500		
OG6r16_401424	LGELEM452_240023200		
OG6r16_401397	LGELEM452_250005000		
OG6_101378	LGELEM452_250021600		
OG6r16_401436	LGELEM452_260023600		
OG6r16_401420	LGELEM452_260033700		
OG6r16_401380	LGELEM452_270005100		
OG6_105682	LGELEM452_270005200		
OG6r16_401441	LGELEM452_270012800		
