cluster_representer_or_OG	OGsize	OGhypotetical_proteins	only_hypothetical_OG
LTULEM423_250010800	35	6.0	False
LTULEM423_250020500	46	14.0	False
LTULEM423_250025600	34	9.0	False
LTULEM423_260005600	10	1.0	False
LTULEM423_260017800	35	35.0	True
LTULEM423_260022000	12	12.0	True
LTULEM423_260031600	19	19.0	True
LTULEM423_280007100	35	34.0	False
LTULEM423_280036100	62	7.0	False
LTULEM423_290009300	32	32.0	True
LTULEM423_300013800	31	31.0	True
LTULEM423_300034700	59	6.0	False
LTULEM423_310022100	69	29.0	False
LTULEM423_310029300	18	18.0	True
LTULEM423_310035900	24	23.0	False
LTULEM423_320025500	27	24.0	False
LTULEM423_320045000	33	33.0	True
LTULEM423_320048000	68	18.0	False
LTULEM423_330007200	15	15.0	True
LTULEM423_330013000	60	59.0	False
LTULEM423_330018200	36	35.0	False
LTULEM423_330021000	13	13.0	True
LTULEM423_340010900	27	26.0	False
LTULEM423_340013700	31	23.0	False
LTULEM423_340028900	34	34.0	True
LTULEM423_340043400	35	11.0	False
LTULEM423_350005000	60	9.0	False
LTULEM423_350008800	25	25.0	True
LTULEM423_350010000	19	1.0	False
LTULEM423_350038200	52	6.0	False
LTULEM423_350051700	30	30.0	True
LTULEM423_360016500	33	33.0	True
LTULEM423_360039600	34	34.0	True
LbrM.02.2.000080	57	57.0	True
LbrM.02.2.000300	10	10.0	True
LbrM.03.0360	41	13.0	False
LbrM.03.2.000340	34	7.0	False
LbrM.05.2.000660	28	28.0	True
LbrM.05.2.000750	32	32.0	True
LbrM.07.0810	36	1.0	False
LbrM.07.2.000870	32	32.0	True
LbrM.08.0310	24		False
LbrM.08.0350	29	7.0	False
LbrM.08.1110	579	40.0	False
LbrM.08.2.000730	34	12.0	False
LbrM.09.0640	79	7.0	False
LbrM.09.0710	34	10.0	False
LbrM.09.1610	61	47.0	False
LbrM.09.2.000580	34	11.0	False
LbrM.09.2.001350	64	14.0	False
LbrM.10.0130	66	65.0	False
LbrM.10.2.000160	11	11.0	True
LbrM.10.2.001130	43	5.0	False
LbrM.10.2.001230	12	11.0	False
LbrM.11.0140	32	32.0	True
LbrM.11.1080	59	26.0	False
LbrM.11.2.000310	14	6.0	False
LbrM.12.0550	32	32.0	True
LbrM.12.0580	56	15.0	False
LbrM.12.0770	32	32.0	True
LbrM.13.2.000620	35	35.0	True
LbrM.13.2.203990	31	9.0	False
LbrM.14.2.000090	67	53.0	False
LbrM.14.2.000590	27	27.0	True
LbrM.14.2.000710	58	9.0	False
LbrM.14.2.001430	11	11.0	True
LbrM.15.1520	16	16.0	True
LbrM.15.2.000200	29	29.0	True
LbrM.16.0730	32	32.0	True
LbrM.16.0990	35	29.0	False
LbrM.16.1140	24	7.0	False
LbrM.16.2.000190	11	11.0	True
LbrM.16.2.000600	58	6.0	False
LbrM.17.0120	155	8.0	False
LbrM.17.1180	12	12.0	True
LbrM.17.1190	34	34.0	True
LbrM.17.2.001130	37	11.0	False
LbrM.18.1280	35	35.0	True
LbrM.18.2.000890	45	9.0	False
LbrM.18.2.205060	14		False
LbrM.19.0250	12	1.0	False
LbrM.19.2.001260	31	10.0	False
LbrM.19.2.001630	27	27.0	True
LbrM.20.2.000090	135	32.0	False
LbrM.20.2.000390	11	11.0	True
LbrM.20.2.001000	11	1.0	False
LbrM.20.2.002040	34	6.0	False
LbrM.20.2.002580	36	36.0	True
LbrM.20.2.002760	13	13.0	True
LbrM.20.2.003540	35	9.0	False
LbrM.20.2.004520	12	5.0	False
LbrM.20.5550	24	1.0	False
LbrM.20.5980	66	18.0	False
LbrM.21.0520	33	33.0	True
LbrM.21.1650	34	34.0	True
LbrM.21.2.001480	12	12.0	True
LbrM.22.0100	77	76.0	False
LbrM.22.0261	26	26.0	True
LbrM.22.0620	10	6.0	False
LbrM.22.2.000330	32	32.0	True
LbrM.22.2.000820	31	23.0	False
LbrM.22.2.001520	35	35.0	True
LbrM.22.2.207460	26	4.0	False
LbrM.23.0110	36	8.0	False
LbrM.23.0450	26	26.0	True
LbrM.23.1850	34	11.0	False
LbrM.23.2.000010	21	21.0	True
LbrM.24.2.001000	62	9.0	False
LbrM.24.2.001370	36	36.0	True
LbrM.25.0100	33	31.0	False
LbrM.25.0301	30	30.0	True
LbrM.25.0310	34	34.0	True
LbrM.25.1450	28	27.0	False
LbrM.25.1740	35	19.0	False
LbrM.25.2.001720	60	20.0	False
LbrM.25.2.001730	23	23.0	True
LbrM.26.1060	60	46.0	False
LbrM.26.2.001080	34	8.0	False
LbrM.26.2.002390	28	28.0	True
LbrM.27.0140	45	13.0	False
LbrM.27.1400	19	19.0	True
LbrM.27.1690	62	8.0	False
LbrM.27.2.001020	62	26.0	False
LbrM.27.2.001300	30	9.0	False
LbrM.27.2.001480	30	30.0	True
LbrM.27.2.002000	30	30.0	True
LbrM.27.2.002420	11	11.0	True
LbrM.27.2.002540	21	21.0	True
LbrM.27.2440	35	35.0	True
LbrM.28.1630	23	2.0	False
LbrM.28.1880	33	33.0	True
LbrM.28.2.001150	32	32.0	True
LbrM.28.3150	11	11.0	True
LbrM.29.1040	35	35.0	True
LbrM.29.1260	34	34.0	True
LbrM.29.1330	26	26.0	True
LbrM.29.1860	36	11.0	False
LbrM.29.2.000070	64	6.0	False
LbrM.29.2.000420	33	33.0	True
LbrM.29.2.000460	12	12.0	True
LbrM.29.2.000520	66	24.0	False
LbrM.29.2.000830	35	35.0	True
LbrM.29.2.001960	27	27.0	True
LbrM.29.2.209210	276	1.0	False
LbrM.29.2660	32	17.0	False
LbrM.30.0280	35	6.0	False
LbrM.30.0900	33	8.0	False
LbrM.30.1710	35	17.0	False
LbrM.30.1860	12	12.0	True
LbrM.30.2.001340	35	15.0	False
LbrM.30.2140	35	6.0	False
LbrM.30.2410	21	5.0	False
LbrM.30.2450	44		False
LbrM.31.0590	33	7.0	False
LbrM.31.0710	35	35.0	True
LbrM.31.1610	32	32.0	True
LbrM.31.2.001250	23	23.0	True
LbrM.31.2.002150	33	10.0	False
LbrM.31.2.003090	30	6.0	False
LbrM.31.2.003200	22	22.0	True
LbrM.31.2.003270	27	27.0	True
LbrM.31.2370	12	12.0	True
LbrM.31.2650	50	42.0	False
LbrM.31.3070	67	27.0	False
LbrM.31.3390	32	32.0	True
LbrM.32.1480	33	33.0	True
LbrM.32.1950	34	34.0	True
LbrM.32.2.000220	12	12.0	True
LbrM.32.2.000640	32	30.0	False
LbrM.32.2.000950	35	35.0	True
LbrM.32.2.001340	33	33.0	True
LbrM.32.2.002800	31	31.0	True
LbrM.32.2.003120	26	11.0	False
LbrM.32.2980	44	7.0	False
LbrM.32.3610	50	6.0	False
LbrM.32.3650	37	13.0	False
LbrM.33.0350	22	1.0	False
LbrM.33.0430	11	10.0	False
LbrM.33.0880	111	12.0	False
LbrM.33.1020	53	6.0	False
LbrM.33.2.000070	35	34.0	False
LbrM.33.2.000570	11		False
LbrM.33.2.000770	65	26.0	False
LbrM.33.2.000900	35	7.0	False
LbrM.33.2.001780	11	1.0	False
LbrM.33.2.002000	65	31.0	False
LbrM.33.2.002300	28	28.0	True
LbrM.33.2470	16	16.0	True
LbrM.33.2910	32	8.0	False
LbrM.34.2.000930	31	31.0	True
LbrM.34.2.001540	35	34.0	False
LbrM.34.2.003970	11	1.0	False
LbrM.34.2200	17	3.0	False
LbrM.34.2520	32	10.0	False
LbrM.34.3550	35	6.0	False
LbrM.35.2.001080	16	16.0	True
LbrM.35.4500	35	6.0	False
LbrM.35.5550	33	33.0	True
LdBPK.04.2.000880	25	25.0	True
LdBPK.06.2.000800	33	6.0	False
LdBPK.06.2.001150	33	33.0	True
LdBPK.08.2.000500	26	26.0	True
LdBPK.13.2.001170	30	6.0	False
LdBPK.15.2.001090	12	2.0	False
LdBPK.16.2.001090	34	11.0	False
LdBPK.23.2.001510	29	29.0	True
LdBPK.25.2.000460	28	4.0	False
LdBPK.26.2.001010	53	52.0	False
LdBPK.28.2.001570	34	34.0	True
LdBPK.29.2.002950	35	35.0	True
LdBPK.30.2.001170	10		False
LdBPK.31.2.002050	30	25.0	False
LdBPK.33.2.000390	36	36.0	True
LdBPK.33.2.000720	35	8.0	False
LdBPK.34.2.000280	16	2.0	False
LdBPK.34.2.003640	33	33.0	True
LdBPK.36.2.000290	33	33.0	True
LdBPK.36.2.004140	14	14.0	True
LdBPK.36.2.005260	35	35.0	True
LdBPK_010460.1	34	11.0	False
LdBPK_010650.1	23	23.0	True
LdBPK_010810.1	33	33.0	True
LdBPK_010840.1	30	7.0	False
LdBPK_040500.1	30	29.0	False
LdBPK_070550.1	28	9.0	False
LdBPK_080310.1	33	8.0	False
LdBPK_080330.1	35	4.0	False
LdBPK_080510.1	31	31.0	True
LdBPK_100390.1	10		False
LdBPK_101290.1	53	31.0	False
LdBPK_120270.1	32	32.0	True
LdBPK_120890.1	14	3.0	False
LdBPK_120920.1	61	8.0	False
LdBPK_140630.1	13	13.0	True
LdBPK_191040.1	33	10.0	False
LdBPK_210710.1	35	35.0	True
LdBPK_210900.1	29	15.0	False
LdBPK_211210.1	34	34.0	True
LdBPK_231250.1	35	32.0	False
LdBPK_240540.1	63	60.0	False
LdBPK_242390.1	27	27.0	True
LdBPK_250670.1	50	50.0	True
LdBPK_262120.1	34	30.0	False
LdBPK_280130.1	48	48.0	True
LdBPK_282370.1	11		False
LdBPK_291760.1	33	33.0	True
LdBPK_301870.1	55	55.0	True
LdBPK_302430.1	12		False
LdBPK_321540.1	30	29.0	False
LdBPK_324130.1	13	1.0	False
LdBPK_331950.1	35	35.0	True
LdBPK_333210.1	53	6.0	False
LdBPK_350560.1	35	6.0	False
LdBPK_362270.1	35	35.0	True
LdBPK_362890.1	35	6.0	False
LdBPK_362930.1	35	26.0	False
LdCL_010007000	62	17.0	False
LdCL_050012400	34	34.0	True
LdCL_060007000	22	22.0	True
LdCL_060014400	30	6.0	False
LdCL_070014100	19	16.0	False
LdCL_080018200	18		False
LdCL_090021100	29	14.0	False
LdCL_100006400	34	5.0	False
LdCL_110009100	36	6.0	False
LdCL_120020500	54	53.0	False
LdCL_130010600	36	36.0	True
LdCL_140017700	10	1.0	False
LdCL_160008400	14	5.0	False
LdCL_170010600	27	8.0	False
LdCL_190018300	14	2.0	False
LdCL_210021700	10	10.0	True
LdCL_220008600	35	35.0	True
LdCL_230009950	24	24.0	True
LdCL_230025100	26	8.0	False
LdCL_250005800	161	20.0	False
LdCL_260018700	23	23.0	True
LdCL_260026100	31	31.0	True
LdCL_270006200	12		False
LdCL_270018600	10	10.0	True
LdCL_270032800	29	5.0	False
LdCL_320015100	12	12.0	True
LdCL_320047400	32	3.0	False
LdCL_330014400	35	14.0	False
LdCL_340022600	58	11.0	False
LdCL_340039100	48	6.0	False
LdCL_350007400	86	6.0	False
LdCL_350009900	11	11.0	True
LdCL_360024300	21	21.0	True
LdCL_360046800	54	50.0	False
LdCL_360079300	17	1.0	False
LdLV9.30.2.207100	47	5.0	False
LmjF.02.0080	33	33.0	True
LmjF.04.0230	37	37.0	True
LmjF.05.0220	26	6.0	False
LmjF.08.0920	38	37.0	False
LmjF.11.0070	17	9.0	False
LmjF.11.0560	34	6.0	False
LmjF.11.1020	24	22.0	False
LmjF.11.1270	131	16.0	False
LmjF.12.0460	27	27.0	True
LmjF.12.0480	29	29.0	True
LmjF.12.0860	55	16.0	False
LmjF.12.1180	34	34.0	True
LmjF.13.0740	35	12.0	False
LmjF.13.1100	68	6.0	False
LmjF.15.0510	52	6.0	False
LmjF.15.0640	34	12.0	False
LmjF.16.0005	33	5.0	False
LmjF.16.0180	24	24.0	True
LmjF.16.1100	27	27.0	True
LmjF.17.0700	31	9.0	False
LmjF.18.1450	34	12.0	False
LmjF.19.0590	28	4.0	False
LmjF.20.0570	10	10.0	True
LmjF.20.0660	64	9.0	False
LmjF.20.1380	34	34.0	True
LmjF.21.0015	31		False
LmjF.21.1220	34	34.0	True
LmjF.21.1558	19	14.0	False
LmjF.22.1200	29	8.0	False
LmjF.22.1350	31	8.0	False
LmjF.23.1290	30	30.0	True
LmjF.25.0490	77	8.0	False
LmjF.26.1440	31	31.0	True
LmjF.27.1510	34	32.0	False
LmjF.28.0822	25	25.0	True
LmjF.28.0835	37	37.0	True
LmjF.28.1030	76		False
LmjF.29.0440	29	19.0	False
LmjF.30.1690	21	21.0	True
LmjF.30.2040	36	5.0	False
LmjF.31.1165	33	14.0	False
LmjF.32.1830	172	16.0	False
LmjF.32.1920	38	19.0	False
LmjF.32.3470	38	6.0	False
LmjF.32.3535	17	17.0	True
LmjF.33.0170	34	13.0	False
LmjF.33.1100	32	10.0	False
LmjF.33.3020	32	32.0	True
LmjF.34.0660	33	33.0	True
LmjF.34.1550	64	9.0	False
LmjF.35.0910	31	31.0	True
LmjF.35.1650	62	52.0	False
LmjF.35.2090	65	7.0	False
LmjF.35.2400	62	27.0	False
LmjF.35.3660	32	21.0	False
LmjF.36.1150	28	7.0	False
LmjF.36.4160	34	34.0	True
LmjF.36.6330	37	37.0	True
LmjF.36.6345	22	22.0	True
LmjF.36.6360	24	4.0	False
LmxM.01.0060	37	37.0	True
LmxM.01.0810	63	6.0	False
LmxM.02.0720	23	23.0	True
LmxM.04.0210	17	4.0	False
LmxM.04.0320	13	1.0	False
LmxM.04.0530	33	32.0	False
LmxM.05.0510	137	23.0	False
LmxM.06.0450	34	34.0	True
LmxM.06.1220	35	35.0	True
LmxM.08.0760	12		False
LmxM.08.1030a	109	3.0	False
LmxM.08.1230	340	32.0	False
LmxM.08_29.1220	35	12.0	False
LmxM.08_29.1480	11	11.0	True
LmxM.09.0190	30	30.0	True
LmxM.09.0370	14	14.0	True
LmxM.09.0700	35	35.0	True
LmxM.09.1430	12		False
LmxM.10.0400	427	36.0	False
LmxM.11.0270	65	4.0	False
LmxM.11.1090	26	4.0	False
LmxM.11.1170	63	6.0	False
LmxM.12.0230	33	33.0	True
LmxM.12.0310	36	36.0	True
LmxM.13.0610	34	6.0	False
LmxM.13.1510	21		False
LmxM.14.0640	61	7.0	False
LmxM.14.0940	10	10.0	True
LmxM.15.0120	127	13.0	False
LmxM.15.0650	33	33.0	True
LmxM.15.0660	14	14.0	True
LmxM.17.0960	25	25.0	True
LmxM.17.1280	56	56.0	True
LmxM.19.0060	112	12.0	False
LmxM.19.0630	208	18.0	False
LmxM.20.1720	14	14.0	True
LmxM.21.0835	58	52.0	False
LmxM.21.1605	35	35.0	True
LmxM.22.0640	30	30.0	True
LmxM.23.0060	37	36.0	False
LmxM.23.1040	14		False
LmxM.23.1065	34	34.0	True
LmxM.23.1120	43	42.0	False
LmxM.24.1100	61	6.0	False
LmxM.24.1790	34	9.0	False
LmxM.24.1860	34	34.0	True
LmxM.25.0630	62	39.0	False
LmxM.25.1900	36	11.0	False
LmxM.26.0660	58	6.0	False
LmxM.26.1220	66	39.0	False
LmxM.26.1510	32	32.0	True
LmxM.26.2090	22	22.0	True
LmxM.27.1490	36	36.0	True
LmxM.27.2180	18	3.0	False
LmxM.27.2500	34	34.0	True
LmxM.28.1050	12	12.0	True
LmxM.29.2160	35	35.0	True
LmxM.30.0221	32	31.0	False
LmxM.30.0240	24	7.0	False
LmxM.30.0360	35	12.0	False
LmxM.30.0460d	43	9.0	False
LmxM.30.0850	11	11.0	True
LmxM.30.2560	38	38.0	True
LmxM.30.2655	31	31.0	True
LmxM.31.2155	21	21.0	True
LmxM.31.2970	59	6.0	False
LmxM.31.3100	14	14.0	True
LmxM.32.0240	55	6.0	False
LmxM.32.1630	71	6.0	False
LmxM.33.0510	24	7.0	False
LmxM.33.3850	108	11.0	False
LmxM.33.3870	29	7.0	False
LmxM.34.0640	29	6.0	False
LmxM.34.2310	33	33.0	True
LmxM.36.1300	31	26.0	False
LmxM.36.1490	36	36.0	True
LmxM.36.2190	12	12.0	True
LmxM.36.3630	32	31.0	False
LmxM.36.3820	34	34.0	True
LmxM.36.3870	35	33.0	False
LmxM.36.6360	28	14.0	False
LpyrH10_01_0430	20	5.0	False
LpyrH10_01_0670	76	64.0	False
LpyrH10_01_0830	35	35.0	True
LpyrH10_01_0850	35	33.0	False
LpyrH10_01_1070	25	23.0	False
LpyrH10_01_1080	35	35.0	True
LpyrH10_01_1330	65	21.0	False
LpyrH10_01_1780	62	6.0	False
LpyrH10_01_2060	66	6.0	False
LpyrH10_01_2270	35	18.0	False
LpyrH10_01_2290	34	34.0	True
LpyrH10_01_2320	33	33.0	True
LpyrH10_01_2710	35	35.0	True
LpyrH10_01_3140	32	12.0	False
LpyrH10_01_3330	36	9.0	False
LpyrH10_01_3350	32	32.0	True
LpyrH10_01_4120	15		False
LpyrH10_01_4130	34	34.0	True
LpyrH10_01_4940	31	31.0	True
LpyrH10_01_5770	34	34.0	True
LpyrH10_01_6350	36	6.0	False
LpyrH10_01_6760	66	6.0	False
LpyrH10_01_7350	32	15.0	False
LpyrH10_01_7670	65	6.0	False
LpyrH10_01_7790	59	9.0	False
LpyrH10_01_7940	34	34.0	True
LpyrH10_01_8580	31	31.0	True
LpyrH10_01_8910	31	31.0	True
LpyrH10_01_9040	35	35.0	True
LpyrH10_01_9070	35	11.0	False
LpyrH10_01_9120	34	11.0	False
LpyrH10_01_9130	33	13.0	False
LpyrH10_01_9140	36	36.0	True
LpyrH10_01_9640	38	13.0	False
LpyrH10_02_0100	63	62.0	False
LpyrH10_02_0310	44	39.0	False
LpyrH10_02_0690	36	36.0	True
LpyrH10_02_1060	68	7.0	False
LpyrH10_02_1090	31	11.0	False
LpyrH10_02_1540	36	11.0	False
LpyrH10_02_1580	24	6.0	False
LpyrH10_02_1740	31	31.0	True
LpyrH10_02_1780	30	30.0	True
LpyrH10_02_1970	66	62.0	False
LpyrH10_02_2170	29	8.0	False
LpyrH10_02_2190	34	34.0	True
LpyrH10_02_2230	35	35.0	True
LpyrH10_02_2350	35	35.0	True
LpyrH10_02_2520	20	20.0	True
LpyrH10_02_2530	34	34.0	True
LpyrH10_02_2550	34	34.0	True
LpyrH10_02_2590	131	12.0	False
LpyrH10_02_2600	35	6.0	False
LpyrH10_02_2660	35	7.0	False
LpyrH10_02_2720	13	2.0	False
LpyrH10_02_2750	33	6.0	False
LpyrH10_02_2940	36	10.0	False
LpyrH10_02_3170	36	12.0	False
LpyrH10_02_3260	35	35.0	True
LpyrH10_02_3590	35	6.0	False
LpyrH10_02_3600	32	32.0	True
LpyrH10_02_3870	33	9.0	False
LpyrH10_02_3920	27	7.0	False
LpyrH10_02_4140	134	15.0	False
LpyrH10_02_4570	28	27.0	False
LpyrH10_02_4900	58	8.0	False
LpyrH10_02_5270	34	34.0	True
LpyrH10_02_5870	60	21.0	False
LpyrH10_02_5900	35	6.0	False
LpyrH10_02_6110	36	36.0	True
LpyrH10_02_6250	50	48.0	False
LpyrH10_02_6720	33	33.0	True
LpyrH10_02_6840	11	11.0	True
LpyrH10_02_7120	45	6.0	False
LpyrH10_02_7420	33	11.0	False
LpyrH10_02_7540	36	6.0	False
LpyrH10_02_7570	380	37.0	False
LpyrH10_02_7880	36	36.0	True
LpyrH10_03_0550	70	54.0	False
LpyrH10_03_0890	29	9.0	False
LpyrH10_03_1220	36	6.0	False
LpyrH10_03_1390	68	6.0	False
LpyrH10_03_1830	33	10.0	False
LpyrH10_03_2210	25	25.0	True
LpyrH10_03_2660	13	13.0	True
LpyrH10_03_2680	32	9.0	False
LpyrH10_03_2860	35	6.0	False
LpyrH10_03_2990	20	20.0	True
LpyrH10_03_3410	35	35.0	True
LpyrH10_03_3710	38	38.0	True
LpyrH10_03_4040	61	21.0	False
LpyrH10_03_4210	36	36.0	True
LpyrH10_03_4260	34	31.0	False
LpyrH10_03_4310	49	15.0	False
LpyrH10_03_4350	34	34.0	True
LpyrH10_03_4570	64	6.0	False
LpyrH10_03_4730	11	11.0	True
LpyrH10_03_4880	36	35.0	False
LpyrH10_03_4970	35	35.0	True
LpyrH10_03_5110	34	9.0	False
LpyrH10_03_5250	34	32.0	False
LpyrH10_03_5390	56	49.0	False
LpyrH10_03_5510	50	7.0	False
LpyrH10_03_5630	33	33.0	True
LpyrH10_03_5660	64		False
LpyrH10_03_5740	59	6.0	False
LpyrH10_04_0450	32	32.0	True
LpyrH10_04_0500	30	30.0	True
LpyrH10_04_1220	10		False
LpyrH10_04_1820	34	34.0	True
LpyrH10_04_1830	34	34.0	True
LpyrH10_04_1850	27	27.0	True
LpyrH10_04_1910	30	30.0	True
LpyrH10_04_2000	35	34.0	False
LpyrH10_04_2040	35	35.0	True
LpyrH10_04_2190	34	32.0	False
LpyrH10_04_2200	35	6.0	False
LpyrH10_04_2230	36	9.0	False
LpyrH10_04_2280	74	3.0	False
LpyrH10_04_2320	35	35.0	True
LpyrH10_04_2770	33	28.0	False
LpyrH10_04_2850	34	34.0	True
LpyrH10_04_3600	64	18.0	False
LpyrH10_04_4100	28	28.0	True
LpyrH10_04_4430	68	26.0	False
LpyrH10_04_4620	64	6.0	False
LpyrH10_04_4820	35	35.0	True
LpyrH10_04_5170	37	6.0	False
LpyrH10_04_5230	121	5.0	False
LpyrH10_04_5410	36	36.0	True
LpyrH10_04_5440	65	59.0	False
LpyrH10_04_5710	35	21.0	False
LpyrH10_04_6210	67	6.0	False
LpyrH10_04_6260	53	47.0	False
LpyrH10_05_0040	22	17.0	False
LpyrH10_05_0070	14	14.0	True
LpyrH10_05_0480	36	11.0	False
LpyrH10_05_0500	33	8.0	False
LpyrH10_05_0550	51	6.0	False
LpyrH10_05_0900	33	33.0	True
LpyrH10_05_0960	34	6.0	False
LpyrH10_05_1230	35	35.0	True
LpyrH10_05_1610	64	26.0	False
LpyrH10_05_1770	31	8.0	False
LpyrH10_05_1870	34	34.0	True
LpyrH10_05_1940	35	6.0	False
LpyrH10_05_2380	31	31.0	True
LpyrH10_05_2420	34	11.0	False
LpyrH10_05_2700	35	18.0	False
LpyrH10_05_2710	36	27.0	False
LpyrH10_05_2740	35	11.0	False
LpyrH10_05_2910	35	35.0	True
LpyrH10_05_3030	54		False
LpyrH10_05_3510	33	33.0	True
LpyrH10_05_3830	16	7.0	False
LpyrH10_05_3850	82	52.0	False
LpyrH10_05_3960	30	30.0	True
LpyrH10_05_4070	64	24.0	False
LpyrH10_05_4170	30	9.0	False
LpyrH10_06_0070	62	5.0	False
LpyrH10_06_0710	15	6.0	False
LpyrH10_06_0930	31	6.0	False
LpyrH10_06_1140	61	20.0	False
LpyrH10_06_1650	33	33.0	True
LpyrH10_06_1830	33	6.0	False
LpyrH10_06_2000	31	14.0	False
LpyrH10_06_2180	37	37.0	True
LpyrH10_06_2350	35	35.0	True
LpyrH10_06_2450	35	10.0	False
LpyrH10_06_2490	34	14.0	False
LpyrH10_06_2840	35	35.0	True
LpyrH10_06_3310	65	22.0	False
LpyrH10_06_3540	33	33.0	True
LpyrH10_06_4150	13	13.0	True
LpyrH10_06_4270	35	32.0	False
LpyrH10_06_4370	37	6.0	False
LpyrH10_06_4620	46	46.0	True
LpyrH10_06_4850	35	35.0	True
LpyrH10_06_5130	13	8.0	False
LpyrH10_06_5370	35	7.0	False
LpyrH10_07_0080	67	12.0	False
LpyrH10_07_0160	56	56.0	True
LpyrH10_07_0220	35	31.0	False
LpyrH10_07_0370	28	5.0	False
LpyrH10_07_0390	32	32.0	True
LpyrH10_07_0440	126	13.0	False
LpyrH10_07_0780	38	6.0	False
LpyrH10_07_1000	48	39.0	False
LpyrH10_07_1290	35	35.0	True
LpyrH10_07_1330	60	7.0	False
LpyrH10_07_1890	66	64.0	False
LpyrH10_07_2100	33	28.0	False
LpyrH10_07_2630	59	6.0	False
LpyrH10_07_2700	35	6.0	False
LpyrH10_07_2740	27	26.0	False
LpyrH10_07_2780	34	34.0	True
LpyrH10_07_2860	19	19.0	True
LpyrH10_07_2980	33	7.0	False
LpyrH10_07_3130	39	6.0	False
LpyrH10_08_0140	52	15.0	False
LpyrH10_08_0320	50	47.0	False
LpyrH10_08_0610	15	8.0	False
LpyrH10_08_0640	35	35.0	True
LpyrH10_08_0860	64	15.0	False
LpyrH10_08_1130	98	9.0	False
LpyrH10_08_1230	34	34.0	True
LpyrH10_08_1430	34	6.0	False
LpyrH10_08_1490	35	20.0	False
LpyrH10_08_1670	34	5.0	False
LpyrH10_08_1790	31	12.0	False
LpyrH10_08_2600	35	35.0	True
LpyrH10_08_2760	65	6.0	False
LpyrH10_08_2860	35	10.0	False
LpyrH10_08_3140	35	35.0	True
LpyrH10_08_3230	36	36.0	True
LpyrH10_09_0330	61	45.0	False
LpyrH10_09_0340	34	34.0	True
LpyrH10_09_0730	54	22.0	False
LpyrH10_09_1010	64	6.0	False
LpyrH10_09_1780	123	12.0	False
LpyrH10_09_1980	35	35.0	True
LpyrH10_09_2020	34	34.0	True
LpyrH10_09_2060	35	11.0	False
LpyrH10_10_0200	35	35.0	True
LpyrH10_10_0440	35	35.0	True
LpyrH10_10_0540	45	17.0	False
LpyrH10_10_0870	19	18.0	False
LpyrH10_10_1010	34	33.0	False
LpyrH10_10_1060	36	36.0	True
LpyrH10_10_1340	25	25.0	True
LpyrH10_10_1350	31	5.0	False
LpyrH10_10_1570	62	52.0	False
LpyrH10_10_1810	67	16.0	False
LpyrH10_10_1850	35	11.0	False
LpyrH10_10_2010	61	30.0	False
LpyrH10_10_2170	34	11.0	False
LpyrH10_10_2210	35	35.0	True
LpyrH10_10_2370	29	29.0	True
LpyrH10_10_2630	22	4.0	False
LpyrH10_11_0870	35	35.0	True
LpyrH10_11_0910	35	6.0	False
LpyrH10_11_1000	34	34.0	True
LpyrH10_11_1110	35	10.0	False
LpyrH10_11_1490	67	22.0	False
LpyrH10_11_1560	67	6.0	False
LpyrH10_11_1640	55	47.0	False
LpyrH10_11_1720	31	31.0	True
LpyrH10_11_1940	64	61.0	False
LpyrH10_11_2010	34	6.0	False
LpyrH10_11_2210	35	6.0	False
LpyrH10_11_2250	37	37.0	True
LpyrH10_11_2280	36	36.0	True
LpyrH10_12_0200	27	27.0	True
LpyrH10_12_0740	27	26.0	False
LpyrH10_12_1100	51	8.0	False
LpyrH10_12_1220	32	32.0	True
LpyrH10_12_1260	36	36.0	True
LpyrH10_12_1380	43	7.0	False
LpyrH10_12_1430	30	30.0	True
LpyrH10_12_1470	32	29.0	False
LpyrH10_12_1840	35	13.0	False
LpyrH10_13_0820	35	6.0	False
LpyrH10_13_0840	62	21.0	False
LpyrH10_13_0920	37	15.0	False
LpyrH10_13_0960	33	33.0	True
LpyrH10_13_1120	35	35.0	True
LpyrH10_13_1240	34	9.0	False
LpyrH10_13_1320	36	10.0	False
LpyrH10_13_1840	67	6.0	False
LpyrH10_13_2010	12	12.0	True
LpyrH10_14_0190	61	5.0	False
LpyrH10_14_0220	41	21.0	False
LpyrH10_14_0290	37	7.0	False
LpyrH10_14_0320	59	30.0	False
LpyrH10_14_0530	44	6.0	False
LpyrH10_14_0690	29	6.0	False
LpyrH10_14_0870	37	37.0	True
LpyrH10_14_0880	10	10.0	True
LpyrH10_14_0900	139	19.0	False
LpyrH10_14_1100	35	22.0	False
LpyrH10_14_1110	37	11.0	False
LpyrH10_14_1250	32	32.0	True
LpyrH10_14_1270	64	20.0	False
LpyrH10_14_1630	35	10.0	False
LpyrH10_14_1710	34	12.0	False
LpyrH10_14_1970	32	32.0	True
LpyrH10_14_2180	30	26.0	False
LpyrH10_15_0280	36	36.0	True
LpyrH10_15_0350	34	6.0	False
LpyrH10_15_0380	35	10.0	False
LpyrH10_15_0460	36	36.0	True
LpyrH10_15_0490	54	6.0	False
LpyrH10_15_0560	34	34.0	True
LpyrH10_15_0640	33	13.0	False
LpyrH10_15_0900	33	33.0	True
LpyrH10_15_1290	29	29.0	True
LpyrH10_15_1850	34	34.0	True
LpyrH10_15_1860	58	58.0	True
