Ortholog_Group	Gene ID	uniprot	pLDDT_mean
ADEAN_000780200	TRSC58_03208	A0A061J2I2	73.0
Baya_207_0020	LINF_320007100	A4I7I4	73.0
TCDM_03322	Tb427.08.4570	Q57UZ4	73.0
C3747_95g113	TcCLB.503943.14	Q4CS08	73.0
DQ04_06591000	TvY486_0501420	G0TVG7	73.0
Tb427.03.3470	Tb927.3.3470	Q57XJ7	73.0
TM35_000221210	TcCLB.508273.60	Q4DAJ5	73.0
BCY84_01085	TcCLB.511517.140	Q4DMT6	73.0
TcIL3000_0_29110	TEOVI_000311200	A0A1G4IGJ3	73.0
TM35_000131560	Tb927.8.3180	Q57YZ5	73.0
C3747_46g66	ECC02_008841	A0A7J6XUQ9	73.0
TM35_000062500	TcCLB.508501.270	Q4DUT9	73.0
Tb927.8.2800	TcCLB.509331.20	Q4DQY8	73.0
ADEAN_000608400	Tb927.3.4560	D6XE12	73.0
TcCL_ESM12254	Tb427.01.3400	Q4GYN3	73.0
TCDM_04357	ADEAN_000453900	A0A7G2CDF8	73.0
TvY486_0704130	Tb927.7.4100	Q57UP0	73.0
Baya_020_0350	Tb927.10.8780	Q38A96	73.0
TM35_000033940	TM35_000033940	A0A1X0P738	73.0
TvY486_0803850	TvY486_0803850	G0U122	73.0
DQ04_04621030	ECC02_006254	A0A7J6Y2K0	73.0
C3747_196g42	C3747_75g32	A0A2V2WMF3	73.0
BCY84_11800	BSAL_23585	A0A0S4JIS2	73.0
LENLEM3045_350053100	ADEAN_000403000	A0A7G2C9W7	73.0
GH5_02589	BCY84_00817	A0A7J6YJY7	73.0
TevSTIB805.10.10420	TvY486_1009700	G0U7R7	73.0
TcG_00297	TCDM_00176	V5DUQ7	73.0
PCON_0025710	TcCLB.509059.70	Q4D944	73.0
TcIL3000.11.12870	TcCLB.509023.120	Q4DRN4	73.0
LPAL13_170014000	LpyrH10_21_0910	A0A0N1J4F6	73.0
LAEL147_000662700	LINF_320045700	A4I8K3	73.0
TRSC58_05137	TCDM_10945	V5BAP7	73.0
JKF63_01173	LbrM.34.1770	A0A3P3ZGR6	73.0
PCON_0003890	Tb927.11.2120	Q386U7	73.0
BSAL_49315	Tb927.11.4660	Q385V1	73.0
PCON_0020560	BSAL_28750	A0A0S4JKY6	73.0
Baya_004_0950	LINF_350030600	A4IBG3	73.0
LSM04_002106	TcBrA4_0005560	A0A2V2V7E4	73.0
PCON_0004530	BSAL_46740	A0A0S4JRI1	73.0
JKF63_05887	TcCLB.506891.20	Q4CTH9	73.0
DQ04_00561030	TcCLB.509319.60	Q4D894	73.0
Baya_071_0310	Tb927.11.12520	Q382S9	73.0
TcIL3000_10_2150	LINF_340006000	A4I9H9	73.0
TvY486_1102730	BCY84_14584	A0A2V2XR95	73.0
C3747_123g59	TcCL_NonESM05951	A0A2V2WDN1	73.0
Tbg972.9.1820	Tb927.9.3560	Q38FH5	73.0
TevSTIB805.10.1040	TcCLB.511131.60	Q4DA62	73.0
TvY486_0600140	C4B63_49g176	A0A2V2V2X7	73.0
TcIL3000.A.H_000706000	TcCLB.506999.120	Q4DP31	73.0
Lsey_0046_0320	LDHU3_36.3290	A0A504WZQ7	73.0
TcCLB.509779.50	TcCLB.511653.30	Q4D4G2	73.0
TM35_000152010	TcCLB.506205.20	Q4CU02	73.0
TcIL3000_8_4700	TM35_000101270	A0A1X0P052	73.0
DQ04_00281190	TcCLB.510725.50	Q4D3L2	73.0
DQ04_03141060	TRSC58_01484	A0A061JBX1	73.0
TRSC58_05123	TcCLB.511589.110	Q4DNR6	73.0
LSCM1_03833	LMJLV39_300028400	Q9NE56	73.0
TcCL_ESM12123	TM35_000083170	A0A1X0P1W2	73.0
BSAL_15475	LINF_180009100	A4HXR6	73.0
Tb1125.10.9350	ADEAN_000058200	A0A7G2C0G0	73.0
LbrM.15.1520	Tbg972.9.2660	C9ZXP6	73.0
TcYC6_0075630	TcCLB.504109.174	Q4DR30	73.0
Tc_MARK_4600	LINF_360036300	A4ICJ1	73.0
TcCL_ESM05531	TCDM_08453	V5BGV6	73.0
CFAC1_230035600	LINF_270020760	A4I2U4	73.0
TvY486_0201470	TcCLB.504741.230	Q4DTS1	73.0
PCON_0051560	Tb927.9.1650	Q38FY4	73.0
DQ04_00081060	TM35_000142670	A0A1X0NWH1	73.0
LpyrH10_16_0750	LINF_090008600	A4HTU2	73.0
JKF63_01437	TcIL3000_9_3970	G0UUD3	73.0
ADEAN_000245000	LINF_340027100	A4I9Z1	73.0
LSM04_003916	Tb927.9.10490	Q38DW7	73.0
LpyrH10_16_1070	Lsey_0133_0050	A0A0N0P5F1	73.0
DQ04_09121010	TcCLB.506729.50	Q4D4Z2	73.0
TRSC58_02074	TcCLB.511809.30	Q4DH05	73.0
Lsey_0213_0060	LtaPh_3653200	A0A640KW75	73.0
CUR178_01491	LINF_340025500	A4I9Y2	73.0
Tb927.11.15730	TM35_000221250	A0A1X0NRJ2	73.0
LPMP_251990	LINF_250026000	A4I1N9	73.0
LSM04_002545	TcCLB.509127.30	Q4D8C3	73.0
EMOLV88_040015200	LbrM.04.1030	A4H417	73.0
DQ04_08661000	C3747_190g22	A0A2V2W3R6	73.0
LSM04_005320	TCSYLVIO_009066	A0A2V2X6M9	73.0
LTRL590_260022700	LmxM.26.1770	E9AYF5	73.0
TcG_10644	TcCLB.508247.30	Q4DF01	73.0
DQ04_00331200	TcCLB.509105.60	Q4DKI8	73.0
PCON_0007110	TcCLB.510303.220	Q4DYZ9	73.0
TRSC58_04654	Tb927.10.5260	Q38B77	73.0
TcIL3000_10_9980	TcCLB.504009.40	Q4D1F5	73.0
TCSYLVIO_002242	LINF_210028600	A4HTR2	73.0
TvY486_1111510	TcCLB.506673.20	Q4D6D0	73.0
TM35_000034750	TcCLB.503939.10	Q4DLL2	73.0
TcCLB.460111.10	TcCLB.460111.10	Q4CLL1	73.0
TCSYLVIO_007889	TCDM_12513	V5CKS4	73.0
BSAL_92100c	Tb927.4.2510	Q584D6	73.0
ADEAN_000728300	TcCLB.511907.260	Q4DY65	73.0
TvY486_1102920	TM35_000051500	A0A1X0P3P9	73.0
TCDM_11435	TCDM_11435	V5B4T8	73.0
TcIL3000.A.H_000703300	TvY486_0906760	G0U3J8	73.0
ADEAN_001005200	ADEAN_001005200	S9V9A1	73.0
Lsey_0273_0030	LINF_070017400	A4HTD4	73.0
LPAL13_050007600	LINF_050007900	A4HSE9	73.0
TCDM_02391	TM35_000034310	A0A1X0P733	73.0
ADEAN_000868600	LINF_010005200	A4HRC5	73.0
Baya_201_0060	TCSYLVIO_004823	A0A2V2XEW0	73.0
LmxM.11.1170	TcCLB.508041.60	Q4CXW9	73.0
Baya_200_0060	TcCLB.509549.100	Q4DLR3	73.0
JKF63_03045	LINF_300031000	A4I5T4	73.0
DQ04_07161010	TEOVI_000787100	A0A1G4I5H2	73.0
TvY486_1001400	TcCLB.506457.20	Q4DGA4	73.0
LSM04_008734	TcCLB.507949.250	Q4DS02	73.0
BSAL_68400	TcCLB.509537.50	Q4DBS8	73.0
PCON_0007430	LtaPh_0605600	A0A640K967	73.0
TEOVI_000759000	TcCLB.510303.80	Q4DZ11	73.0
C4B63_6g446	Tb927.11.9370	Q383Z2	73.0
TM35_000332010	TcCLB.506709.10	Q4CX34	73.0
ADEAN_000631900	Tb927.11.9050	Q384C3	73.0
ADEAN_000210900	TcCLB.506959.100	Q4DID1	73.0
C3747_1g83	TM35_000044600	A0A1X0P5M8	73.0
Baya_126_0130	LtaPh_1505900	A0A640KD74	73.0
LpyrH10_03_5250	LpyrH10_03_5250	A0A0M9G845	73.0
CFAC1_170023700	LINF_190019800	A4HYG7	73.0
ADEAN_000998300	TcCLB.506789.230	Q4DZW6	73.0
Baya_015_0650	TcCLB.506227.20	Q4DSW6	73.0
LSCM1_00237	LINF_360030000	A4IDK3	73.0
TCDM_06403	LINF_280032200	A4I3Y2	73.0
TCDM_03540	C3747_225g41	A0A2V2VHJ8	73.0
LSCM4_03134	LPMP_310470	A0A088RXJ1	73.0
LSM04_007892	Tb927.8.6300	Q57YN1	73.0
LSM04_008833	TcCLB.511867.70	Q4DKQ9	73.0
EMOLV88_000015900	LdBPK_020190.1	A0A6J8F665	73.0
LtaPh_1612800	LPMP_161250	A0A088RMB9	73.0
CFAC1_200019900	LINF_290018900	A4I4I7	73.0
LSM04_008897	TCDM_04227	V5DIB8	73.0
Baya_148_0120	ECC02_006393	A0A2V2WRI9	73.0
ADEAN_000301200	Tb927.3.2020	Q57ZA9	73.0
DQ04_00901150	BSAL_12340	A0A0S4JCD5	73.0
LtaPh_1507300	LtaPh_1507300	A0A640KDJ9	73.0
TRSC58_02316	TcCLB.506559.450	Q4E584	73.0
TcG_12560	ECC02_004806	A0A7J6Y630	73.0
TvY486_0906340	Tb927.9.12950	Q38DC3	73.0
ADEAN_000271500	Tb927.1.1230	Q4GZ96	73.0
TcYC6_0070040	TcCLB.508461.440	Q4E4R5	73.0
PCON_0041190	LINF_030010600	E9AG47	73.0
C3747_90g174	TcCLB.509109.110	Q4DQM6	73.0
TCDM_11689	TCDM_11689	V5B8R8	73.0
TcCL_Unassigned03091	TcCL_Unassigned03091	A0A2V2W238	73.0
TcCL_Unassigned01001	C3747_154g59	A0A2V2W775	73.0
TcCL_Unassigned03253	TCDM_13574	V5AIA7	73.0
LPMP_140520	LINF_140010700	A4HVZ5	73.0
TcG_03796	TcCLB.510533.110	Q4DX03	73.0
Baya_145_0030	Lsey_0402_0020	A0A0N1PB57	73.0
TcIL3000_0_51420	Tb927.2.4420	Q586P7	73.0
ECC02_006782	TcCLB.507895.140	Q4DJQ0	73.0
DQ04_02691070	TcCLB.508461.84	Q4E4V6	73.0
TcIL3000.A.H_000469300	C4B63_18g84	A0A2V2W8S4	73.0
TM35_000151490	TRSC58_02651	A0A3R7MSX2	73.0
TcCLB.507053.150	TcCLB.507053.150	Q4DTJ0	73.0
LAEL147_000859000	LINF_360054800	A4IDN4	73.0
LmxM.21.1605	LdBPK_211960.1	A0A3Q8IE24	73.0
Baya_027_0300	Lsey_0234_0120	A0A0N0P409	73.0
C4B63_250g22	TCSYLVIO_003052	A0A2V2WLG9	73.0
TvY486_1101100	Tb927.11.1190	Q387D3	73.0
EMOLV88_290006500	LtaPh_2928400	A0A640KLG2	73.0
Tc_MARK_1694	TcCLB.509695.30	Q4DTR6	73.0
LpyrH10_33_0580	Lsey_0146_0040	A0A0N0P5L8	73.0
DQ04_15151000	TcCLB.506709.40	Q4CX31	73.0
Tb427.08.4350	TcCLB.509569.10	Q4DKT6	73.0
LTULEM423_050006500	LINF_050006500	A4HSD1	73.0
Tb927.11.2550	Tb927.11.2550	Q386Q5	73.0
TcCL_NonESM10654	TCDM_13113	V5ATI4	73.0
TM35_000431230	TcCLB.505183.124	Q4DJ58	73.0
TM35_000071900	TcCLB.509065.79	Q4DHE9	73.0
LpyrH10_18_1420	BSAL_57590	A0A0S4ISW1	73.0
TcCLB.508879.150	TCDM_01264	V5BZ65	73.0
TM35_000421150	LINF_350013400	A4IAY4	73.0
BSAL_45775	ADEAN_000725200	S9WUE3	73.0
BSAL_12420	BSAL_12420	A0A0S4J8P1	73.0
EMOLV88_360080800	TcCLB.509823.10	Q4CTT1	73.0
EMOLV88_140009000	TcCLB.508857.100	Q4DLM0	73.0
DQ04_01351110	TvY486_0603380	G0TX57	73.0
TcG_06083	ECC02_004481	A0A7J6Y6Q4	73.0
TM35_000431730	TM35_000431730	A0A1X0NIQ0	73.0
EMOLV88_030008000	LmxM.03.0370	E9AJS1	73.0
BSAL_21300	Tb427.08.7040	Q57YR1	73.0
Tb427_070053000	TcIL3000_0_32790	F9W5E7	73.0
TevSTIB805.11_01.10700	TcCLB.510283.90	Q4DDQ2	73.0
GH5_03468	LdCL_220012200	A0A3Q8IC81	73.0
C3747_180g51	C3747_162g58	A0A2V2W6U0	73.0
JKF63_03335	ADEAN_000291000	S9UIN6	73.0
PCON_0007750	TcCLB.505939.30	Q4D6L0	73.0
TM35_000291660	LbrM.14.0900	A4H7P6	73.0
TcCL_NonESM13204	Tb927.2.4750	Q586S0	73.0
JKF63_07381	LmxM.05.0540	E9AKG0	73.0
TM35_000341780	TcCLB.508231.174	Q4DW58	73.0
TvY486_1003270	ECC02_001741	A0A7J6YEZ7	73.0
BSAL_56370	TcYC6_0064600	A0A2V2WAT3	73.0
TRSC58_05837	BCY84_12209	A0A7J6Y7Q7	73.0
TcIL3000.A.H_000360200	Tb927.4.1130	Q580E1	73.0
Lsey_0026_0340	LpyrH10_15_0170	A0A0M9FX50	73.0
TRSC58_06357	BSAL_32690	A0A0S4JJ56	73.0
BSAL_19795	TcCLB.511131.50	Q4DA63	73.0
PCON_0062900	TcCLB.509109.180	Q4DQL9	73.0
TcIL3000_4_1950	TcCLB.506559.440	Q4E585	73.0
TvY486_0006070	TvY486_0024340	F9WQ94	73.0
TRSC58_03932	TRSC58_03932	A0A061J218	73.0
DQ04_01011120	TcCLB.506625.180	Q4DUC4	73.0
BCY84_09068	TcCLB.506737.161	Q4DGR8	73.0
ADEAN_000340200	LINF_320046700	A4I8L3	72.0
Baya_167_0080	LINF_210013300	A4HZ76	72.0
C4B63_164g17	C4B63_164g17	A0A2V2UMS9	72.0
LtaPh_0608900	LINF_060014900	A4HSY4	72.0
C3747_127g86	TcCLB.508937.19	Q4CPL6	72.0
PCON_0070130	TcCLB.511817.270	Q4DY99	72.0
TvY486_1013950	LINF_180007800	A4HXQ4	72.0
TEOVI_000778000	Tb927.11.4200	Q385Z7	72.0
LSM04_006545	TRSC58_03309	A0A061J0P5	72.0
ADEAN_000725500	ADEAN_000725500	A0A7G2CIZ1	72.0
ADEAN_000211000	TcCLB.506959.110	Q4DID0	72.0
TEOVI_000250000	TcCLB.511903.230	Q4DU73	72.0
Baya_247_0050	LpyrH10_17_0470	A0A0N0VE24	72.0
TCSYLVIO_000780	C3747_102g160	A0A2V2WFH0	72.0
Lsey_0094_0050	LDHU3_36.5680	A0A504WZA0	72.0
C3747_50g32	TcCLB.506531.60	Q4D981	72.0
TM35_000015490	Tb427.04.1920	Q583K1	72.0
ECC02_000870	TcCLB.508543.129	Q4DSI8	72.0
TCSYLVIO_000036	TcCLB.509331.110	Q4DQX8	72.0
TcG_08460	BSAL_44985	A0A0S4KLK4	72.0
Tc_MARK_8820	TCDM_12235	V5CWD3	72.0
DQ04_10851000	TcCLB.510187.448	Q4E4A6	72.0
CFAC1_060018600	LpyrH10_38_0520	A0A0M9FPB0	72.0
DQ04_08331020	TCDM_02536	V5DMI0	72.0
CFAC1_190041500	TcCLB.508707.60	Q4E272	72.0
LpyrH10_02_6250	LDHU3_28.2160	A0A3Q8IB08	72.0
ADEAN_000027200	LINF_360042400	A4ID59	72.0
LpyrH10_05_3830	ADEAN_000229100	S9V821	72.0
Tc_MARK_341	TCDM_00814	V5BVU6	72.0
ADEAN_000355800	ADEAN_000038500	A0A7G2BZI2	72.0
TvY486_0807590	BSAL_51700	A0A0S4KHI2	72.0
Baya_005_0330	TRSC58_06331	A0A061IY81	72.0
Baya_060_0550	LpyrH10_04_5500	A0A0N0DXT1	72.0
DQ04_01211070	TcCLB.511725.90	Q4DWI3	72.0
PCON_0001540	ADEAN_000424500	A0A7G2CF71	72.0
TvY486_0800200	Tb427.08.730	Q57YF7	72.0
CFAC1_220024100	Lsey_0095_0250	A0A0N1IL75	72.0
TM35_000017050	TcIL3000_4_170	G0UKN5	72.0
LAEL147_000059900	TcCLB.507601.10	Q4DDM9	72.0
Baya_006_0360	LINF_240011600	A4I0Q4	72.0
TM35_000191920	C4B63_6g319	A0A2V2VWQ1	72.0
Baya_001_1520	TvY486_1100460	G0U9T0	72.0
BCY84_02379	ECC02_002036	A0A7J6YE26	72.0
EMOLV88_300017200	LINF_300016300	A4I5D8	72.0
PCON_0049340	Tb927.11.5780	Q385J0	72.0
DQ04_03711040	LINF_310011800	A4I6F5	72.0
JKF63_06349	LPMP_131370	A0A088RMU7	72.0
LARLEM1108_320006800	Tb927.10.14370	Q388G5	72.0
Baya_300_0030	TcCLB.510889.320	Q4E2L9	72.0
TcIL3000.A.H_000795400	TcCLB.506355.120	Q4DKC3	72.0
Lsey_0160_0070	Tb927.11.16570	Q381C9	72.0
LARLEM1108_310034500	TcCLB.504575.20	Q4CT34	72.0
TcCL_ESM09499	C3747_219g35	A0A2V2VYX4	72.0
Tc_MARK_2370	TcCLB.511051.80	Q4D5P0	72.0
LMARLEM2494_220009000	BSAL_55865	A0A0S4IMV7	72.0
BSAL_23470	Tb927.11.9900	Q383T9	72.0
TvY486_1112350	Tb927.11.11350	Q383E3	72.0
CFAC1_030006600	LINF_040005700	A4HS02	72.0
Tc_MARK_2617	TcCLB.509933.20	Q4CNS9	72.0
DQ04_03101070	Tb927.10.9420	Q38A33	72.0
LbrM.22.2.001520	LINF_220022400	A4I020	72.0
TM35_000142900	TcCLB.511419.70	Q4D190	72.0
TM35_000231780	TcCLB.507547.59	Q4D8W0	72.0
C3747_61g119	TcCLB.510697.120	Q4D999	72.0
TcIL3000.A.H_000687900	ADEAN_000409700	A0A7G2CB12	72.0
BSAL_33050	BSAL_33050	A0A0S4JJF4	72.0
LAMA_000237800	ADEAN_000949900	A0A7G2CQB1	72.0
TcCLB.506179.40	Tb927.11.4400	Q385X7	72.0
ECC02_002067	LINF_210026600	A4HZH4	72.0
TcCLB.510289.44	BCY84_16134	A0A2V2XHE4	72.0
DQ04_01081050	BCY84_10849	A0A2V2V5D2	72.0
LSM04_007866	TcIL3000.11.10810	G0V1T3	72.0
LSM04_005699	TcCLB.507001.14	Q4DF28	72.0
JKF63_07890	LmjF.08.0880	Q4QI81	72.0
TM35_000012680	TcCLB.508153.810	Q4E612	72.0
TvY486_1013650	TcCLB.511283.50	Q4E2V5	72.0
TvY486_0503170	Tb927.5.3740	Q57U92	72.0
TEOVI_000220800	TcCLB.508479.213	Q4E2K2	72.0
TvY486_1107980	TcCLB.511151.20	Q4DC88	72.0
TcIL3000_10_6400	Tb927.10.7430	Q38AM0	72.0
TcIL3000.A.H_000585900	TcCLB.503829.70	Q4D1S9	72.0
TvY486_0300080	TcCLB.509719.53	Q4D7J5	72.0
TcG_02303	TcCL_ESM08825	A0A2V2WX65	72.0
TcIL3000.A.H_000689800	Tbg972.9.6820	C9ZYV7	72.0
DQ04_02951120	TcCLB.503619.20	Q4CQH4	72.0
CFAC1_190008800	LdBPK_320290.1	A0A3Q8IKL7	72.0
BCY84_12957	LbrM.19.0020	A4H9S8	72.0
LSM04_001711	Tb927.3.2110	Q57ZA0	72.0
ECC02_008980	ECC02_008993	A0A7J6XV57	72.0
Lsey_0222_0080	LINF_360040000	A4IDA6	72.0
CUR178_06974	LBRM2903_180006400	A4H9B8	72.0
PCON_0006660	Lsey_0318_0040	A0A0N1I134	72.0
Baya_118_0110	TvY486_0703540	G0TYH3	72.0
EMOLV88_220006600	TcCLB.511807.160	Q4E1C8	72.0
DQ04_01581110	Tb927.7.5550	Q582H0	72.0
CFAC1_260023200	LINF_300009800	A4I575	72.0
Lsey_0066_0180	LINF_340045300	A4IAE5	72.0
TcBrA4_0022030	C3747_16g349	A0A2V2XAS0	72.0
LTULEM423_260005600	LtaPh_2600700	A0A640KIQ1	72.0
TM35_000053470	TcCLB.508355.70	Q4E3C4	72.0
Tb427tmp.01.5930	Tb927.11.14330	Q382A4	72.0
C3747_55g317c	TcCLB.511107.5	Q4CQI3	72.0
Baya_027_0330	ADEAN_000260100	S9X1L1	72.0
LSM04_007687	TcCLB.504213.70	Q4DIK9	72.0
LSCM1_00918	TCSYLVIO_001333	A0A2V2W2J3	72.0
C3747_104g67	Tb927.6.4070	Q586A5	72.0
TCSYLVIO_001349	TcCLB.506999.110	Q4DP32	72.0
DQ04_00921080	TcCLB.506363.60	Q4DAI3	72.0
TevSTIB805.9.2550	LpyrH10_33_0100	A0A0M9FQ24	72.0
Baya_129_0110	LpyrH10_18_0980	A0A0N0DT77	72.0
LAEL147_000613000	LDHU3_31.4590	A0A6J8FHU4	72.0
TcCL_NonESM01001	TcCLB.511717.130	Q4DJU8	72.0
Baya_166_0060	TcCLB.429257.10	Q4CNT7	72.0
BCY84_17674	TcCLB.507523.70	Q4D7D4	72.0
TCDM_05502	LINF_270028300	A4I2Y2	72.0
LPAL13_220018000	LINF_220021700	A4I014	72.0
C3747_10g267	TM35_000112300	A0A1X0NYB6	72.0
Tbg972.11.10190	TcIL3000.11.9470	G0V1G1	72.0
TEOVI_000023500	TCDM_01790	V5DQ07	72.0
C3747_83g58	TcCLB.509207.70	Q4DH62	72.0
TcCL_ESM06615	TcCLB.509999.130	Q4DKK1	72.0
CFAC1_250020100	Lsey_0117_0080	A0A0N1HWZ8	72.0
PCON_0008470	TM35_000014100	A0A1X0PA81	72.0
LMARLEM2494_060009200	Lsey_0253_0120	A0A0N1II80	72.0
LSCM1_05978	TcCLB.509587.10	Q4CQE0	72.0
PCON_0019470	TcCLB.506957.130	Q4DKZ0	72.0
LpyrH10_12_1840	LINF_310017300	A4I6N4	72.0
ADEAN_000052400	TcCLB.510423.40	Q4D153	72.0
C3747_73g13	LPAL13_350012000	A0A088S1F8	72.0
TcIL3000.A.H_000290400	TvY486_0200264	G0TRN5	72.0
LmxM.23.1065	Lsey_0406_0020	A0A0N0P2R2	72.0
LSM04_006735	TcCLB.506509.20	Q4CY69	72.0
LSM04_003332	TcCLB.506181.130	Q4DHJ1	72.0
Tb927.4.3180	TEOVI_000468500	A0A1G4I5J6	72.0
C4B63_9g332	Tb927.2.3480	Q586Y0	72.0
LSM04_009389	Tb927.1.1470	Q4GZ72	72.0
Baya_143_0010	BSAL_39730	A0A0S4JWD5	72.0
LSM04_007513	TcCLB.507645.50	Q4CVC9	72.0
DQ04_04541000	TcCLB.503635.10	Q4D2S4	72.0
DQ04_06161030	TcYC6_0107520	A0A2V2WM24	72.0
CFAC1_170019800	ADEAN_000506400	A0A7G2CCN8	72.0
Tb427_040023900	TcIL3000_4_1880	G0UL45	72.0
LmxM.28.1050	LbrM.28.1120	A4HGE9	72.0
LMJSD75_030008500	Tb927.10.3320	Q38BR5	72.0
BSAL_68270	BSAL_68270	A0A0S4IQP7	72.0
BSAL_79065	LdBPK_363480.1	A0A3Q8IL19	72.0
Baya_066_0230	LINF_030013900	A4HRX4	72.0
TvY486_0023050	TvY486_0032700	F9WSA8	72.0
JKF63_05307	LdBPK_160990.1	E9BCV2	72.0
TM35_000012440	TM35_000012440	A0A1X0P8V0	72.0
LAEL147_000388900	LpyrH10_11_1690	A0A0M9FZB3	72.0
DQ04_11941000	TCDM_06299	V5DD46	72.0
Baya_001_1090	BCY84_03252	A0A7J6Y9F9	72.0
EMOLV88_150009300	TcCLB.505555.20	Q4CVW2	72.0
CFAC1_240017700	Tb927.7.3100	Q57YC0	72.0
TRSC58_04876	TcCLB.508461.540	Q4E4Q5	72.0
Tb927.11.5740	TcCLB.506203.80	Q4DN07	72.0
TcIL3000_0_00340	Tb927.11.13460	Q382J1	72.0
TM35_000372020	Tb927.10.7590	Q38AK5	72.0
CFAC1_290068700	TcCLB.508257.100	Q4DX49	72.0
TRSC58_01872	ECC02_003059	A0A2V2WRA6	72.0
Tc_MARK_5668	TCDM_04994	V5BP73	72.0
Tbg972.11.8280	TCSYLVIO_001734	A0A2V2URM7	72.0
Tbg972.10.950	Tb927.10.870	Q38CF3	72.0
TM35_000151370	TM35_000151370	A0A1X0NVG7	72.0
TcIL3000_10_3750	LINF_360006700	A4ICX0	72.0
TcBrA4_0026260	TM35_000141360	A0A1X0NW53	72.0
BSAL_30650	ADEAN_000158000	A0A7G2C364	72.0
Baya_058_0310	TEOVI_000058500	A0A1G4I9R2	72.0
TcIL3000_10_6540	TcBrA4_0039190	A0A2V2UZN5	72.0
Baya_135_0040	TcCLB.508337.10	Q4CPC7	72.0
TRSC58_04700	TcCLB.505939.65	Q4D6K6	72.0
Baya_036_0320	LbrM.11.0980	A4H6P4	72.0
Tb927.10.14590	BSAL_72855	A0A0S4J0N1	72.0
ECC02_005844	TcG_02962	A0A2V2WDV9	72.0
TevSTIB805.10.16910	Tb927.10.16050	Q387R0	72.0
TcIL3000.11.1280	Tbg972.11.1420	D0A5S5	72.0
ECC02_003786	TcCLB.506871.110	Q4DNK3	72.0
DQ04_00441010	TcCLB.508819.30	Q4CYK9	72.0
EMOLV88_220020600	BSAL_92485	A0A0S4J8T6	72.0
TcCLB.511867.140	LINF_270008000	A4I2L8	72.0
LPAL13_110007200	LPAL13_110007200	A0A088RM24	72.0
LmxM.08_29.1220	LINF_290018100	A4I4H9	72.0
TcYC6_0146300	TcCLB.506271.30	Q4CNM6	72.0
LdCL_360046800	TcCLB.504017.30	Q4D101	72.0
LbrM.10.2.000160	LPMP_100130	A0A088RJC5	72.0
LSM04_009169	LINF_110013700	A4HUZ0	72.0
C4B63_16g327	TcCL_NonESM03544	A0A2V2X8N1	72.0
TcIL3000.A.H_000611200	Tb427.08.5140	Q57UI6	72.0
LtaP09.0260	LINF_090008200	A4HTX3	72.0
PCON_0042080	TcCLB.509747.60	Q4DD77	72.0
Tb427_000135600	TM35_000831020	A0A1X0NFI7	72.0
JKF63_01740	LmxM.33.1290	E9B4V3	72.0
DQ04_10561010	TcCLB.511509.10	Q4D0N5	72.0
TM35_000071770	Tb927.6.4390	Q587A5	72.0
BSAL_92350	TvY486_1102880	G0UAH0	72.0
DQ04_12281000	Tb927.11.6290	Q385E0	72.0
Baya_021_0470	LpyrH10_19_0570	A0A0N0VDV1	72.0
LAMA_000239400	LdBPK_151480.1	E9BCI7	72.0
LtaP36.5730	TvY486_1009150	G0U7L2	72.0
LbrM.25.2.001730	Lsey_0121_0330	A0A0N1HYI0	72.0
LSM04_009397	TcCLB.510735.9	Q4D3X3	72.0
CFAC1_280025700	LINF_330022800	A4I917	72.0
TvY486_1109560	TcCLB.510899.40	Q4CYM6	72.0
Baya_033_0670	TcCLB.506201.10	Q4DG89	72.0
JKF63_01984	LINF_340049500	A4IAI8	72.0
TCDM_13105	TcCLB.510935.20	Q4CMC3	72.0
Baya_234_0050	ADEAN_000166700	A0A7G2C625	72.0
LSM04_008863	Tb927.7.2270	Q57XP7	72.0
Lsey_0109_0290	LpyrH10_22_1480	A0A0N0VDN5	72.0
PCON_0086580	LbrM.14.1590	A4H7W0	72.0
Baya_013_0500	LINF_340028400	E9AHT6	72.0
PCON_0040790	TcCLB.510001.20	Q4CY87	72.0
Baya_186_0020	TcBrA4_0095460	A0A2V2X2E8	72.0
CFAC1_290022700	Tb927.7.580	Q57TZ6	72.0
C3747_467g7	C4B63_72g29	A0A2V2UWK4	72.0
TcIL3000.A.H_000291900	TcCLB.508741.360	Q4E336	72.0
LSCM1_04379	LpyrH10_08_1080	A0A0M9G1N5	72.0
TM35_000302320	TcIL3000.11.4650	G0V089	72.0
Baya_106_0030	Lsey_0134_0100	A0A0N0P5T9	72.0
TcG_05770	C4B63_74g133	A0A2V2UYX9	72.0
PCON_0001110	LpyrH10_01_5320	A0A0N1J5G0	72.0
EMOLV88_040010100	LtaPh_0405300	A0A640K7X4	72.0
PCON_0002710	TcCLB.506241.50	Q4DU40	72.0
Lsey_0118_0270	TcCLB.508693.90	Q4DTV3	72.0
TcCL_NonESM05928	LINF_280010000	A4I3C4	72.0
ADEAN_000833200	TcIL3000_0_00590	F9WAT4	72.0
Tb1125.11.6910	TcCLB.506775.110	Q4DRH3	72.0
Tb927.10.5510	TcCLB.506679.280	Q4E075	72.0
TvY486_1001590	TcCLB.506977.60	Q4DBY3	72.0
C3747_133g37	TcCLB.509003.20	Q4CW65	72.0
TvY486_0805850	Tb927.8.6250	Q57YM6	72.0
TcCL_NonESM08851	C3747_237g55	A0A2V2VNI7	72.0
